member_id,interest_rate_clean,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
19255418,12.49,4 years,Not Verified,01/05/2014,Current,debt_consolidation,3177.75,0
57295071,24.99,2 years,Source Verified,01/07/2015,Late (31-120 days),moving,852.61,0
1440939,17.99,10+ years,Verified,01/03/2012,In Grace Period,debt_consolidation,24818.42,0
1568333,10.99,1 year,Verified,01/10/2013,Fully Paid,credit_card,21941.74584,0
10127850,11.99,10+ years,Not Verified,01/11/2013,Current,credit_card,7986.94,0
2835407,14.33,10+ years,Not Verified,01/12/2012,Fully Paid,debt_consolidation,7911.452545,0
49724703,6.39,10+ years,Verified,01/04/2015,Current,debt_consolidation,5255.41,0
57569270,10.99,10+ years,Source Verified,01/07/2015,Current,home_improvement,2713.3,0
7011047,24.08,6 years,Verified,01/07/2013,Current,debt_consolidation,12447.55,0
9031426,23.1,7 years,Source Verified,01/09/2013,Fully Paid,credit_card,15322.78,0
62554147,18.25,4 years,Not Verified,01/08/2015,Current,small_business,1970.58,0
33679432,12.49,1 year,Source Verified,01/10/2014,Current,debt_consolidation,3530.32,0
43946375,12.69,10+ years,Source Verified,01/02/2015,Current,debt_consolidation,3717.13,0
1700840,10.16,7 years,Not Verified,01/08/2012,Fully Paid,debt_consolidation,6689.73,0
1959710,13.11,2 years,Not Verified,01/11/2012,Fully Paid,credit_card,11430.00217,0
37157233,9.49,4 years,Not Verified,01/11/2014,Fully Paid,car,7192.45,0
26326329,16.99,< 1 year,Source Verified,01/08/2014,Current,debt_consolidation,10560.06,0
11989769,13.98,7 years,Verified,01/12/2013,Current,debt_consolidation,8372.3,0
68539127,10.99,2 years,Source Verified,01/11/2015,Current,debt_consolidation,171.3,0
37087001,6.03,4 years,Not Verified,01/11/2014,Current,major_purchase,4252.66,0
14808888,12.49,10+ years,Not Verified,01/03/2014,Current,debt_consolidation,3605.8,0
13360372,15.61,10+ years,Source Verified,01/02/2014,Current,debt_consolidation,8318.41,0
62895875,13.99,10+ years,Source Verified,01/08/2015,Current,debt_consolidation,1361.95,0
65469518,23.99,10+ years,Verified,01/10/2015,Current,other,723.4,0
618272,14.22,8 years,Not Verified,01/02/2010,Fully Paid,debt_consolidation,12331.24,0
67832275,13.18,10+ years,Not Verified,01/11/2015,Current,debt_consolidation,1242.95,0
21839508,7.69,10+ years,Not Verified,01/06/2014,Fully Paid,debt_consolidation,18746.77,0
38810764,8.19,10+ years,Verified,01/12/2014,Current,credit_card,14266.2,0
38018019,19.24,1 year,Source Verified,01/11/2014,Current,other,6533.61,0
59662152,13.99,4 years,Source Verified,01/08/2015,Current,debt_consolidation,1203.4,0
60927714,12.69,6 years,Not Verified,01/08/2015,Current,home_improvement,1860.5,0
58308928,12.29,1 year,Source Verified,01/07/2015,Current,debt_consolidation,1391.32,0
50619168,16.55,4 years,Source Verified,01/05/2015,Current,debt_consolidation,6859.02,0
22312421,6.03,3 years,Not Verified,01/07/2014,Current,credit_card,4108.86,0
8757336,6.62,10+ years,Verified,01/09/2013,Current,credit_card,18044.49,0
67569777,14.33,6 years,Verified,01/11/2015,Current,debt_consolidation,966.01,0
49704872,19.52,3 years,Source Verified,01/04/2015,Current,small_business,6229.57,0
59185141,19.19,3 years,Source Verified,01/07/2015,Current,debt_consolidation,3939.38,0
50894107,6.68,4 years,Verified,01/05/2015,Current,debt_consolidation,6198.31,0
39465885,14.99,10+ years,Not Verified,01/12/2014,Late (31-120 days),debt_consolidation,2492.58,0
37016448,11.44,< 1 year,Source Verified,01/11/2014,Fully Paid,debt_consolidation,7494.3,0
11678235,16.24,2 years,Source Verified,01/12/2013,Fully Paid,debt_consolidation,11433.7,0
21127773,10.15,5 years,Source Verified,01/06/2014,Current,debt_consolidation,11059.52,0
987822,10.99,5 years,Not Verified,01/06/2011,Fully Paid,debt_consolidation,17670.81312,0
60194236,12.69,10+ years,Not Verified,01/08/2015,Current,credit_card,1223.92,0
53162712,14.65,10+ years,Not Verified,01/05/2015,Current,debt_consolidation,1492.04,0
70239364,11.49,10+ years,Source Verified,01/11/2015,Current,credit_card,316.95,0
53985648,13.99,10+ years,Verified,01/06/2015,Current,credit_card,2753.92,0
54866005,13.33,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,1159.44,0
63036824,10.99,5 years,Not Verified,01/09/2015,Current,home_improvement,1087.06,0
67569483,12.69,3 years,Source Verified,01/10/2015,Current,credit_card,578.32,0
22332922,25.89,9 years,Not Verified,01/07/2014,Late (31-120 days),debt_consolidation,5512.05,0
7116978,12.35,8 years,Source Verified,01/09/2013,Current,debt_consolidation,8970.26,0
68850321,12.05,10+ years,Source Verified,01/11/2015,Current,debt_consolidation,657.46,0
3919838,12.12,10+ years,Not Verified,01/02/2013,Current,debt_consolidation,20961.15,0
46846537,11.53,10+ years,Source Verified,01/03/2015,Current,debt_consolidation,3286.29,0
8578368,15.88,10+ years,Not Verified,01/09/2013,Fully Paid,debt_consolidation,6079.57,0
14588899,14.16,10+ years,Source Verified,01/04/2014,Current,debt_consolidation,8434.65,0
73456399,11.48,1 year,Source Verified,01/12/2015,Issued,car,0,0
1427316,12.12,9 years,Not Verified,01/03/2012,Fully Paid,credit_card,26888.57834,0
22891725,6.03,10+ years,Not Verified,01/07/2014,Current,credit_card,8765.46,0
8301521,15.22,1 year,Not Verified,01/08/2013,Current,debt_consolidation,5026.37,0
71796152,9.76,3 years,Verified,01/12/2015,Current,debt_consolidation,720.55,0
9041763,16.2,2 years,Verified,01/09/2013,Fully Paid,credit_card,7298.63,0
53907707,15.61,10+ years,Not Verified,01/06/2015,Fully Paid,home_improvement,10526.33,0
1083973,5.42,1 year,Source Verified,01/09/2011,Charged Off,medical,225.1,0
6707608,13.11,10+ years,Verified,01/05/2013,Fully Paid,debt_consolidation,20147.41,0
7650454,16.78,10+ years,Source Verified,01/07/2013,Fully Paid,debt_consolidation,13290.45,0
42772492,8.19,,Source Verified,01/02/2015,Current,other,4832.97,0
43977393,13.99,< 1 year,Not Verified,01/02/2015,Current,debt_consolidation,1125.39,0
47902925,19.52,10+ years,Verified,01/04/2015,Fully Paid,debt_consolidation,32202.04,0
1646817,14.09,10+ years,Source Verified,01/07/2012,Charged Off,debt_consolidation,6320.67,850.43
46575992,11.53,10+ years,Not Verified,01/03/2015,Current,credit_card,1478.23,0
4308924,12.12,8 years,Not Verified,01/03/2013,Current,credit_card,20358.52,0
73263182,8.49,10+ years,Source Verified,01/12/2015,Issued,credit_card,0,0
8927039,18.55,10+ years,Source Verified,01/09/2013,Fully Paid,debt_consolidation,27810.92687,0
51843585,13.33,2 years,Source Verified,01/05/2015,Current,debt_consolidation,3024.99,0
71190860,11.99,1 year,Verified,01/12/2015,Current,other,650.88,0
49232812,14.65,8 years,Not Verified,01/04/2015,Current,debt_consolidation,3036.02,0
39573120,12.99,2 years,Source Verified,01/12/2014,Current,credit_card,6179.92,0
1552942,17.27,10+ years,Source Verified,01/05/2012,Fully Paid,debt_consolidation,10253.70115,0
13659857,24.08,4 years,Source Verified,01/02/2014,Fully Paid,debt_consolidation,5841.53,0
70393839,8.18,3 years,Not Verified,01/11/2015,Current,debt_consolidation,325.14,0
34831501,11.67,2 years,Not Verified,01/10/2014,Fully Paid,debt_consolidation,15125.82,0
12657897,16.99,10+ years,Verified,01/01/2014,Current,debt_consolidation,8000.52,0
7218507,14.09,10+ years,Not Verified,01/06/2013,Fully Paid,debt_consolidation,12010.93816,0
72081376,9.17,10+ years,Source Verified,01/12/2015,Current,credit_card,0,0
32969168,9.17,2 years,Source Verified,01/10/2014,Fully Paid,debt_consolidation,23336.93,0
14540362,15.61,6 years,Source Verified,01/03/2014,Current,debt_consolidation,5304.64,0
22701294,9.17,,Verified,01/07/2014,Charged Off,debt_consolidation,3187.9,0
14299216,18.92,3 years,Verified,01/02/2014,Fully Paid,home_improvement,31436.7,0
53432100,17.57,5 years,Verified,01/05/2015,Current,debt_consolidation,3517.08,0
27720373,10.99,10+ years,Source Verified,01/09/2014,Fully Paid,debt_consolidation,23727.67952,0
65577623,9.17,4 years,Not Verified,01/10/2015,Current,debt_consolidation,1459.64,0
826098,14.46,5 years,Source Verified,01/01/2011,Charged Off,debt_consolidation,1094.62,48.81
3420600,16.29,10+ years,Verified,01/02/2013,Fully Paid,debt_consolidation,14608.40046,0
31045831,11.67,7 years,Source Verified,01/10/2014,Current,credit_card,6623.55,0
7686735,18.85,10+ years,Verified,01/07/2013,Current,debt_consolidation,7912.83,0
41272608,8.19,2 years,Not Verified,01/01/2015,Current,credit_card,3611.42,0
21148105,15.61,10+ years,Verified,01/06/2014,Current,credit_card,20454.48,0
53835995,22.99,10+ years,Source Verified,01/05/2015,Current,debt_consolidation,2425.72,0
34611456,13.98,10+ years,Not Verified,01/11/2014,Charged Off,debt_consolidation,7887.21,3805.65
13637015,14.98,10+ years,Source Verified,01/02/2014,Current,debt_consolidation,7243.06,0
1337283,16.29,7 years,Not Verified,01/01/2012,Charged Off,major_purchase,1318.24,77.6
36155013,12.39,1 year,Not Verified,01/11/2014,Current,credit_card,7003.96,0
41222330,10.49,3 years,Verified,01/01/2015,Current,credit_card,5544.86,0
851589,7.29,5 years,Not Verified,01/02/2011,Fully Paid,debt_consolidation,8035.49,0
37065920,11.44,5 years,Not Verified,01/11/2014,Current,debt_consolidation,13609.43,0
67691786,13.18,8 years,Source Verified,01/11/2015,Current,credit_card,657.67,0
60597448,10.99,10+ years,Source Verified,01/08/2015,Current,credit_card,1304.52,0
6049185,13.11,7 years,Verified,01/05/2013,Current,home_improvement,4391.69,0
23313278,14.49,3 years,Verified,01/07/2014,Current,debt_consolidation,5405.22,0
29462928,11.67,,Source Verified,01/09/2014,Current,debt_consolidation,15867.36,0
37957877,11.44,10+ years,Verified,01/11/2014,Current,debt_consolidation,10133.92,0
1493740,10.74,10+ years,Not Verified,01/04/2012,Charged Off,home_improvement,2830.02,1789.06
37025942,24.5,10+ years,Source Verified,01/11/2014,Current,debt_consolidation,10991.7,0
42063556,14.31,5 years,Not Verified,01/01/2015,Late (31-120 days),credit_card,3550.91,0
613793,14.96,2 years,Verified,01/02/2010,Fully Paid,debt_consolidation,18702.83,0
60897310,17.57,< 1 year,Verified,01/08/2015,Current,debt_consolidation,1389.22,0
5025719,11.14,2 years,Not Verified,01/04/2013,Fully Paid,debt_consolidation,4714.37,0
55425941,15.61,1 year,Not Verified,01/06/2015,Current,debt_consolidation,2052.79,0
4527762,18.49,10+ years,Not Verified,01/03/2013,Fully Paid,debt_consolidation,9529.43,0
70994914,9.76,10+ years,Not Verified,01/12/2015,Current,car,395.27,0
7450759,15.88,10+ years,Not Verified,01/07/2013,Fully Paid,credit_card,4943.578101,0
72268685,7.89,,Verified,01/12/2015,Issued,debt_consolidation,0,0
4719337,19.05,10+ years,Verified,01/03/2013,Fully Paid,debt_consolidation,34312.49782,0
42222893,11.99,2 years,Not Verified,01/01/2015,Current,major_purchase,3182.83,0
677733,11.49,3 years,Verified,01/06/2010,Charged Off,car,12181.1,385.47
59622291,9.17,10+ years,Verified,01/08/2015,Current,credit_card,794.45,0
70731162,8.38,10+ years,Not Verified,01/12/2015,Current,debt_consolidation,199.93,0
1713824,10.16,< 1 year,Verified,01/08/2012,Charged Off,small_business,834.38,382.66
16550373,18.25,4 years,Source Verified,01/04/2014,Current,debt_consolidation,8041.95,0
21489065,14.99,6 years,Source Verified,01/06/2014,Current,vacation,3292.89,0
2740787,12.12,10+ years,Verified,01/12/2012,Fully Paid,debt_consolidation,23955.54078,0
10760253,12.99,10+ years,Verified,01/11/2013,Fully Paid,debt_consolidation,18622.21825,0
67572660,7.26,10+ years,Source Verified,01/11/2015,Current,debt_consolidation,1926.33,0
4228978,11.14,3 years,Not Verified,01/02/2013,Current,debt_consolidation,18961.46,0
62990120,9.99,3 years,Verified,01/08/2015,Current,moving,1381.77,0
6577070,6.62,8 years,Source Verified,01/01/2014,Current,debt_consolidation,8827.4,0
1700520,21,7 years,Verified,01/09/2012,Fully Paid,debt_consolidation,17312.4,0
1080513,15.62,10+ years,Source Verified,01/09/2011,Fully Paid,credit_card,37759.45155,0
70377697,7.89,10+ years,Not Verified,01/12/2015,Current,debt_consolidation,284.92,0
21390302,10.99,4 years,Verified,01/06/2014,Current,debt_consolidation,2239.15,0
49152101,18.84,8 years,Source Verified,01/04/2015,Current,debt_consolidation,3059.87,0
4027768,18.25,2 years,Verified,01/01/2014,Fully Paid,debt_consolidation,29487.18873,0
14431153,15.31,10+ years,Verified,01/03/2014,Current,debt_consolidation,15808.98,0
8728678,12.35,5 years,Not Verified,01/09/2013,Current,debt_consolidation,14578.63,0
40594907,8.19,10+ years,Verified,01/01/2015,Current,debt_consolidation,5642.79,0
27069522,7.12,3 years,Not Verified,01/08/2014,Current,debt_consolidation,4652.32,0
24665822,14.49,2 years,Verified,01/07/2014,Current,major_purchase,5998.45,0
42962445,19.24,10+ years,Source Verified,01/01/2015,Current,debt_consolidation,3428.85,0
41328536,16.49,< 1 year,Not Verified,01/01/2015,Current,debt_consolidation,7898.86,0
2639214,22.47,9 years,Verified,01/12/2012,Current,debt_consolidation,35566.06,0
65638311,12.69,10+ years,Not Verified,01/10/2015,Current,debt_consolidation,322.3,0
8541273,15.88,5 years,Source Verified,01/09/2013,Current,debt_consolidation,11793.04,0
8441386,18.25,5 years,Verified,01/08/2013,Charged Off,debt_consolidation,10373.83,2702.47
8897641,17.76,10+ years,Not Verified,01/09/2013,Fully Paid,vacation,4797.66,0
31217321,9.17,10+ years,Not Verified,01/10/2014,Current,debt_consolidation,1339.05,0
43215215,8.67,< 1 year,Source Verified,01/01/2015,Current,debt_consolidation,1735.82,0
38017619,13.66,2 years,Not Verified,01/11/2014,Late (31-120 days),debt_consolidation,2037.05,0
23493282,16.29,3 years,Verified,01/07/2014,Fully Paid,home_improvement,31208.37553,0
41250532,10.49,3 years,Not Verified,01/01/2015,Current,debt_consolidation,5451.48,0
1846281,10.16,10+ years,Not Verified,01/10/2012,Fully Paid,credit_card,13968.75348,0
21780147,18.24,4 years,Source Verified,01/07/2014,Current,debt_consolidation,11485.98,0
72157714,11.22,10+ years,Verified,01/12/2015,Current,other,0,0
70609281,6.24,5 years,Not Verified,01/12/2015,Current,debt_consolidation,385.09,0
9321681,13.67,1 year,Verified,01/10/2013,Current,debt_consolidation,21227.18,0
11964388,14.98,4 years,Not Verified,01/01/2014,Fully Paid,debt_consolidation,9392.47,0
43002319,7.89,5 years,Verified,01/03/2015,Current,credit_card,3803.89,0
63465723,15.61,1 year,Verified,01/09/2015,Current,debt_consolidation,1911.58,0
36875171,10.49,6 years,Verified,01/11/2014,Current,credit_card,3129.31,0
60747786,11.53,10+ years,Source Verified,01/07/2015,Current,credit_card,2382.51,0
15960034,19.47,1 year,Not Verified,01/04/2014,Fully Paid,home_improvement,2141.1,0
62505222,17.86,9 years,Verified,01/08/2015,Current,debt_consolidation,1547.39,0
69574157,15.41,6 years,Source Verified,01/12/2015,Current,debt_consolidation,494.92,0
41303337,11.99,10+ years,Source Verified,01/01/2015,Current,debt_consolidation,7059.42,0
64152434,7.26,1 year,Not Verified,01/09/2015,Current,debt_consolidation,1281.05,0
70299049,5.32,2 years,Not Verified,01/11/2015,Current,credit_card,293.76,0
55456220,12.29,,Verified,01/07/2015,Current,debt_consolidation,1276.39,0
9867529,9.99,7 years,Not Verified,01/10/2013,Fully Paid,credit_card,19444.93625,0
26397852,18.24,3 years,Verified,01/08/2014,Current,debt_consolidation,7399.76,0
71256794,13.18,5 years,Not Verified,01/12/2015,Current,debt_consolidation,566.6,0
35835262,17.57,< 1 year,Source Verified,01/11/2014,Fully Paid,debt_consolidation,7215.55,0
22831552,12.49,5 years,Source Verified,01/07/2014,Current,debt_consolidation,6020.82,0
53926523,18.25,5 years,Source Verified,01/06/2015,Current,other,1766.82,0
37857517,9.49,7 years,Source Verified,01/11/2014,Current,debt_consolidation,10021.45,0
63345757,18.25,2 years,Verified,01/09/2015,Current,debt_consolidation,2022.12,0
9341054,11.99,9 years,Verified,01/10/2013,Charged Off,debt_consolidation,11483.93,1919.85
67420339,9.17,10+ years,Verified,01/10/2015,Fully Paid,home_improvement,6023.23,0
45911128,13.99,3 years,Verified,01/03/2015,Current,debt_consolidation,6932.37,0
73030048,12.88,3 years,Source Verified,01/12/2015,Current,car,0,0
61945188,20.99,8 years,Source Verified,01/08/2015,Current,home_improvement,678.69,0
52782022,17.57,3 years,Verified,01/06/2015,Charged Off,moving,769.22,0
1405678,10.74,10+ years,Source Verified,01/03/2012,Fully Paid,debt_consolidation,14085.83981,0
67410104,15.61,4 years,Not Verified,01/10/2015,Current,debt_consolidation,1072,0
5023253,15.8,10+ years,Not Verified,01/04/2013,Fully Paid,debt_consolidation,8156.1,0
14407840,13.65,10+ years,Verified,01/03/2014,Current,debt_consolidation,14477.32,0
37867775,7.49,10+ years,Verified,01/11/2014,Current,debt_consolidation,8074.04,0
47054147,9.99,9 years,Verified,01/04/2015,Current,debt_consolidation,2314.02,0
2116914,21,3 years,Verified,01/11/2012,Current,debt_consolidation,25015.88,0
71035793,6.24,3 years,Not Verified,01/12/2015,Current,credit_card,648.97,0
1308975,15.96,10+ years,Source Verified,01/01/2012,Fully Paid,credit_card,12480.06979,0
65471847,20.99,6 years,Source Verified,01/10/2015,Current,debt_consolidation,2799.23,0
59631014,15.61,4 years,Verified,01/07/2015,Current,credit_card,2087.49,0
45107907,7.89,10+ years,Not Verified,01/03/2015,Current,debt_consolidation,4686.32,0
18594142,17.57,10+ years,Verified,01/06/2014,Current,debt_consolidation,13385.31,0
46616468,11.53,10+ years,Not Verified,01/03/2015,Current,debt_consolidation,3616.06,0
992583,10.99,10+ years,Verified,01/06/2011,Fully Paid,debt_consolidation,8242.46406,0
70689378,10.64,7 years,Source Verified,01/12/2015,Current,credit_card,722.3,0
13247204,6.62,< 1 year,Source Verified,01/01/2014,Current,car,2966.08,0
72078857,15.41,10+ years,Verified,01/12/2015,Current,major_purchase,99.46,0
68148129,7.89,10+ years,Not Verified,01/11/2015,Current,credit_card,800.19,0
37756946,25.57,10+ years,Source Verified,01/11/2014,Current,home_improvement,4970.31,0
59911899,16.99,5 years,Not Verified,01/08/2015,Current,debt_consolidation,3205.54,0
46746685,14.65,< 1 year,Verified,01/03/2015,Current,other,1857.85,0
9000800,23.1,2 years,Source Verified,01/10/2013,Fully Paid,debt_consolidation,15425.3159,0
19054982,14.99,8 years,Source Verified,01/07/2014,Charged Off,credit_card,2740.02,0
7287552,13.68,5 years,Not Verified,01/07/2013,Late (16-30 days),debt_consolidation,12011.62,0
71368368,10.64,< 1 year,Verified,01/12/2015,Current,debt_consolidation,767.46,0
6336919,16.29,1 year,Not Verified,01/05/2013,Charged Off,debt_consolidation,2198.44,1219.15
69929493,10.99,2 years,Verified,01/11/2015,Current,other,181.61,0
5490212,15.8,10+ years,Verified,01/04/2013,Fully Paid,credit_card,40574,0
717663,14.84,2 years,Source Verified,01/08/2010,Fully Paid,debt_consolidation,5945.47,0
71329442,9.76,10+ years,Not Verified,01/12/2015,In Grace Period,home_improvement,0,0
68108302,13.67,2 years,Source Verified,01/11/2015,Current,debt_consolidation,399.11,0
68459884,23.99,< 1 year,Source Verified,01/11/2015,Current,debt_consolidation,651.84,0
67669600,19.99,6 years,Verified,01/11/2015,Current,debt_consolidation,1237.18,0
9888925,24.5,10+ years,Source Verified,01/10/2013,Charged Off,debt_consolidation,14658.17,0
7127372,13.11,< 1 year,Not Verified,01/06/2013,Fully Paid,debt_consolidation,20697.72099,0
1316458,12.42,5 years,Not Verified,01/01/2012,Fully Paid,debt_consolidation,11991.77879,0
49930006,15.61,3 years,Source Verified,01/04/2015,Current,debt_consolidation,4566.2,0
55375854,10.99,5 years,Source Verified,01/06/2015,Current,debt_consolidation,4187.07,0
72129872,17.57,10+ years,Source Verified,01/12/2015,Current,debt_consolidation,0,0
64214017,12.69,8 years,Source Verified,01/09/2015,Current,debt_consolidation,3983.1,0
10348969,9.67,6 years,Verified,01/11/2013,Fully Paid,debt_consolidation,8982.832254,0
3728354,14.09,< 1 year,Not Verified,01/02/2013,Fully Paid,debt_consolidation,4630.561674,0
13937911,7.62,10+ years,Not Verified,01/04/2014,Fully Paid,debt_consolidation,7485.7,0
70640263,17.57,,Verified,01/12/2015,Current,debt_consolidation,472.84,0
22973554,20.2,< 1 year,Source Verified,01/07/2014,Current,debt_consolidation,6965.41,0
52486603,13.33,< 1 year,Source Verified,01/05/2015,Current,debt_consolidation,2418.16,0
30173917,6.49,3 years,Not Verified,01/09/2014,Current,car,1029.76,0
41249368,11.99,1 year,Source Verified,01/01/2015,Current,debt_consolidation,3978.54,0
71250412,8.38,2 years,Source Verified,01/12/2015,Current,credit_card,372.56,0
2968200,13.11,10+ years,Verified,01/12/2012,Fully Paid,debt_consolidation,9197.609969,0
40543963,17.86,5 years,Source Verified,01/12/2014,Current,debt_consolidation,4897.69,0
7222838,22.47,3 years,Source Verified,01/06/2013,Late (31-120 days),credit_card,15898.73,0
4422029,14.09,5 years,Verified,01/03/2013,Current,debt_consolidation,9300.27,0
41207835,13.66,6 years,Not Verified,01/01/2015,Current,home_improvement,3438.03,0
49594500,9.99,10+ years,Source Verified,01/04/2015,Current,debt_consolidation,6181.08,0
11647118,10.99,5 years,Source Verified,01/12/2013,Fully Paid,credit_card,20617.92468,0
1238032,12.69,10+ years,Source Verified,01/11/2011,Fully Paid,credit_card,6035.389287,0
1323911,7.9,4 years,Not Verified,01/01/2012,Fully Paid,credit_card,9476.9,0
58529504,24.99,3 years,Source Verified,01/07/2015,Current,debt_consolidation,3903.52,0
8125661,15.1,3 years,Source Verified,01/09/2013,Current,credit_card,12874.75,0
560247,14.96,< 1 year,Not Verified,01/11/2009,Fully Paid,debt_consolidation,24245.12,0
68508272,14.33,< 1 year,Not Verified,01/11/2015,Current,debt_consolidation,283.43,0
1702429,22.47,8 years,Source Verified,01/08/2012,Fully Paid,debt_consolidation,31192.85491,0
56822051,8.18,10+ years,Source Verified,01/07/2015,Current,home_improvement,2444.85,0
44255990,13.33,1 year,Source Verified,01/03/2015,Current,debt_consolidation,3673.52,0
49362828,16.55,9 years,Source Verified,01/04/2015,Current,other,3163.21,0
60032126,19.99,10+ years,Source Verified,01/08/2015,Current,home_improvement,3939.93,0
9350284,17.1,< 1 year,Source Verified,01/10/2013,Fully Paid,debt_consolidation,17973.94916,0
51593060,17.57,5 years,Not Verified,01/05/2015,Current,debt_consolidation,1448.47,0
5319268,23.28,6 years,Source Verified,01/05/2013,Current,credit_card,17237.76,0
60958613,8.18,8 years,Source Verified,01/08/2015,Current,home_improvement,3132.86,0
68731071,6.89,10+ years,Not Verified,01/11/2015,Current,credit_card,974.21,0
1492122,10.64,10+ years,Not Verified,01/08/2013,Fully Paid,debt_consolidation,20913.68,0
43446815,8.19,3 years,Not Verified,01/02/2015,Current,credit_card,2471.32,0
55658931,5.32,3 years,Verified,01/06/2015,Current,debt_consolidation,2525.52,0
43805723,14.65,10+ years,Source Verified,01/02/2015,Current,debt_consolidation,6698.68,0
64568154,17.57,5 years,Verified,01/10/2015,Current,home_improvement,961.54,0
11039541,18.55,9 years,Verified,01/12/2013,Charged Off,credit_card,3372.86,1317.34
6727979,17.27,10+ years,Not Verified,01/06/2013,Charged Off,debt_consolidation,1552.92,566.52
73452919,6.49,< 1 year,Not Verified,01/12/2015,Issued,major_purchase,0,0
70058908,17.57,10+ years,Verified,01/11/2015,Current,debt_consolidation,532.06,0
49893496,6.39,10+ years,Not Verified,01/04/2015,Current,credit_card,2960.95,0
11557244,13.53,9 years,Verified,01/12/2013,Fully Paid,debt_consolidation,32104.3898,0
4172878,22.7,< 1 year,Verified,01/09/2013,Current,debt_consolidation,15979.13,0
59932145,11.53,10+ years,Verified,01/07/2015,Current,credit_card,1640.99,0
38839889,12.39,10+ years,Source Verified,01/12/2014,Fully Paid,debt_consolidation,38139.91,0
46131872,5.93,10+ years,Source Verified,01/03/2015,Current,debt_consolidation,6982.22,0
15199750,21.18,6 years,Verified,01/03/2014,Current,home_improvement,19958.82,0
53562323,22.99,10+ years,Verified,01/05/2015,Fully Paid,debt_consolidation,27255.53,0
5809300,16.29,9 years,Verified,01/05/2013,Fully Paid,credit_card,16217.38,0
10638098,14.3,1 year,Not Verified,01/11/2013,Current,debt_consolidation,6625.4,0
30195333,7.69,6 years,Not Verified,01/09/2014,Current,debt_consolidation,3977.25,0
10429373,12.99,10+ years,Verified,01/11/2013,Current,debt_consolidation,12631.82,0
18194162,18.99,10+ years,Verified,01/05/2014,Current,debt_consolidation,14523.8,0
71358473,16.99,10+ years,Verified,01/12/2015,Current,debt_consolidation,749.61,0
59571108,12.69,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,2577.89,0
6328367,12.12,3 years,Source Verified,01/05/2013,Fully Paid,debt_consolidation,10739.76,0
10037847,23.1,10+ years,Verified,01/10/2013,Fully Paid,debt_consolidation,36920.60803,0
11921856,18.25,10+ years,Verified,01/01/2014,Current,debt_consolidation,6127.2,0
10850308,7.9,10+ years,Not Verified,01/12/2013,Current,credit_card,7471.06,0
14688875,11.99,10+ years,Not Verified,01/03/2014,Current,other,8036.82,0
49212687,16.99,10+ years,Verified,01/04/2015,Late (31-120 days),other,6693.87,0
51853617,17.86,3 years,Source Verified,01/05/2015,Current,vacation,1289.43,0
18343534,8.39,10+ years,Verified,01/10/2014,Current,debt_consolidation,13240.13,0
35052363,17.57,10+ years,Source Verified,01/10/2014,Current,debt_consolidation,12294.38,0
41223333,11.44,3 years,Not Verified,01/01/2015,Fully Paid,home_improvement,3787.94,0
33159183,18.99,10+ years,Source Verified,01/10/2014,Current,debt_consolidation,9861.51,0
53715229,17.86,2 years,Source Verified,01/05/2015,Current,debt_consolidation,7670.67,0
70629194,7.89,9 years,Not Verified,01/12/2015,Current,car,629.29,0
14327079,14.16,5 years,Source Verified,01/03/2014,Current,debt_consolidation,10790.64,0
57698715,5.32,4 years,Not Verified,01/07/2015,Current,debt_consolidation,1134.66,0
59743635,13.33,< 1 year,Verified,01/08/2015,Current,debt_consolidation,4282.08,0
12011333,13.98,3 years,Not Verified,01/01/2014,Charged Off,debt_consolidation,4920.23,0
24674515,9.17,8 years,Not Verified,01/08/2014,Current,debt_consolidation,8129.23,0
55307983,12.29,10+ years,Verified,01/06/2015,Current,credit_card,7332.83,0
70780715,13.67,10+ years,Verified,01/12/2015,Current,credit_card,233.06,0
1083203,6.99,5 years,Verified,01/09/2011,Fully Paid,debt_consolidation,20003.65408,0
64856642,9.99,10+ years,Not Verified,01/10/2015,Current,credit_card,1314.96,0
923446,9.63,6 years,Not Verified,01/04/2011,Fully Paid,other,6361.19,0
49313363,16.55,4 years,Source Verified,01/04/2015,Late (31-120 days),debt_consolidation,1577.27,0
26378441,12.99,9 years,Source Verified,01/08/2014,Current,home_improvement,3639.68,0
58179342,9.17,10+ years,Not Verified,01/07/2015,Current,debt_consolidation,2351.95,0
62139052,9.17,3 years,Source Verified,01/08/2015,Current,home_improvement,3810.2,0
10339669,18.55,3 years,Verified,01/11/2013,Current,debt_consolidation,15581.67,0
59611836,9.17,10+ years,Source Verified,01/08/2015,Current,other,1588.86,0
3981703,11.14,5 years,Source Verified,01/02/2013,Fully Paid,debt_consolidation,4971.62,0
52114897,12.29,9 years,Not Verified,01/05/2015,Current,debt_consolidation,2781.2,0
69192135,7.89,10+ years,Source Verified,01/11/2015,Current,credit_card,428.47,0
70238413,12.05,6 years,Verified,01/11/2015,Current,credit_card,8525.7,0
68339292,13.18,3 years,Source Verified,01/11/2015,Current,debt_consolidation,574.94,0
8908603,21.7,8 years,Verified,01/09/2013,Fully Paid,other,2849.37,0
