member_id,loan_amnt,funded_amnt,term,interest_rate,grade,sub_grade,emp_length,home_ownership,annual_income,verification_status,issue_date,loan_status,purpose,addr_state,total_pymnt,last_pymnt_amnt,application_type,recoveries
64292572,12000,12000, 60 months,13.99,C,C4,5 years,MORTGAGE,100000,Not Verified,1/10/2015,Current,home_improvement,GA,879.45,279.16,INDIVIDUAL,0
1188801,25200,25200, 60 months,18.64,E,E1,10+ years,MORTGAGE,50400,Verified,1/10/2011,Fully Paid,debt_consolidation,CA,32183.23,19878.93,INDIVIDUAL,0
41056674,19200,19200, 36 months,6.49,A,A2,9 years,RENT,96000,Not Verified,1/02/2015,Late (31-120 days),credit_card,CA,4700.12,588.38,INDIVIDUAL,0
59680868,14625,14625, 60 months,19.19,E,E3,10+ years,MORTGAGE,65000,Verified,1/07/2015,Current,home_improvement,NV,1889.01,380.92,INDIVIDUAL,0
23833790,35000,35000, 60 months,16.29,D,D2,3 years,MORTGAGE,156000,Verified,1/07/2014,Fully Paid,debt_consolidation,SC,40067.74,31502.34,INDIVIDUAL,0
42434919,28000,28000, 60 months,8.67,B,B1,1 year,RENT,340000,Source Verified,1/01/2015,Current,debt_consolidation,AR,6330.87,576.76,INDIVIDUAL,0
49312356,24000,24000, 60 months,13.99,C,C4,5 years,MORTGAGE,71750,Source Verified,1/04/2015,Current,debt_consolidation,AZ,4429.25,558.32,INDIVIDUAL,0
29423005,7000,7000, 36 months,12.49,B,B5,10+ years,RENT,40000,Not Verified,1/09/2014,Current,debt_consolidation,CA,3746.4,234.15,INDIVIDUAL,0
49831813,14400,14400, 60 months,19.52,E,E3,10+ years,MORTGAGE,125000,Source Verified,1/04/2015,Current,debt_consolidation,CT,3115.13,377.68,INDIVIDUAL,0
72787204,7200,7200, 36 months,9.17,B,B2,< 1 year,MORTGAGE,70000,Not Verified,1/12/2015,Current,credit_card,IN,0,0,INDIVIDUAL,0
53935094,16000,16000, 60 months,10.99,B,B4,10+ years,OWN,180000,Not Verified,1/05/2015,Current,credit_card,PA,2415.06,347.8,INDIVIDUAL,0
1710341,12000,12000, 36 months,11.14,B,B2,4 years,MORTGAGE,70000,Source Verified,1/08/2012,Fully Paid,debt_consolidation,NJ,14171.56242,393.83,INDIVIDUAL,0
1529992,25000,25000, 36 months,13.67,B,B5,10+ years,RENT,85000,Source Verified,1/05/2012,Fully Paid,debt_consolidation,CA,30595.43312,2535.95,INDIVIDUAL,0
16720967,24975,24975, 60 months,20.49,E,E2,7 years,MORTGAGE,117000,Verified,1/04/2014,Fully Paid,debt_consolidation,OH,32632.49,19930.61,INDIVIDUAL,0
37667676,7500,7500, 36 months,11.99,B,B5,10+ years,RENT,58000,Not Verified,1/11/2014,Fully Paid,other,TX,8282.97,5288.08,INDIVIDUAL,0
1632376,9250,9250, 36 months,11.14,B,B2,9 years,MORTGAGE,48000,Not Verified,1/07/2012,Fully Paid,debt_consolidation,AL,10923.93723,303.76,INDIVIDUAL,0
27139032,7500,7500, 36 months,12.99,C,C1,6 years,RENT,28000,Source Verified,1/08/2014,Fully Paid,medical,VA,8463.72,5179.01,INDIVIDUAL,0
66343134,27600,27600, 36 months,15.61,D,D1,5 years,OWN,60000,Source Verified,1/10/2015,Current,credit_card,IL,2847.22,965.03,INDIVIDUAL,0
6333025,8975,8975, 36 months,12.12,B,B3,3 years,MORTGAGE,52000,Source Verified,1/05/2013,Current,home_improvement,PA,9553.59,298.62,INDIVIDUAL,0
19625569,3850,3850, 36 months,14.49,C,C4,10+ years,OWN,39000,Not Verified,1/05/2014,Current,debt_consolidation,PA,2517.69,132.51,INDIVIDUAL,0
1566444,7000,7000, 36 months,8.9,A,A5,5 years,MORTGAGE,90000,Not Verified,1/06/2012,Fully Paid,debt_consolidation,TX,7855.481228,2974.92,INDIVIDUAL,0
73404899,15000,15000, 60 months,13.99,C,C4,< 1 year,RENT,80000,Not Verified,1/12/2015,Issued,small_business,OH,0,0,INDIVIDUAL,0
67670773,33000,"33,000", 60 months,14.65,C,C5,10+ years,MORTGAGE,75000,Source Verified,1/10/2015,Current,debt_consolidation,LA,1504.32,779.02,INDIVIDUAL,0
17491825,12000,12000, 36 months,9.67,B,B1,< 1 year,MORTGAGE,42000,Source Verified,1/05/2014,,debt_consolidation,NY,7707,385.35,INDIVIDUAL,0
17402012,25000,25000, 60 months,20.49,E,E2,2 years,RENT,77425,Not Verified,1/04/2014,Fully Paid,debt_consolidation,TX,31350.23,21312.38,INDIVIDUAL,0
68387971,16700,16700, 60 months,21.99,F,F1,2 years,MORTGAGE,57000,Verified,1/11/2015,Current,debt_consolidation,GA,769.28,461.15,INDIVIDUAL,0
1427316,22450,22450, 36 months,12.12,B,B3,9 years,RENT,90000,Not Verified,1/03/2012,Fully Paid,credit_card,VT,26888.57834,752.46,INDIVIDUAL,0
64497509,22000,22000, 36 months,7.26,A,A4,4 years,RENT,85000,Source Verified,1/09/2015,Current,debt_consolidation,NY,2709.93,681.92,INDIVIDUAL,0
33068824,7000,7000, 36 months,13.66,C,C3,7 years,MORTGAGE,100000,Source Verified,1/11/2014,Current,debt_consolidation,FL,3327.95,238.09,INDIVIDUAL,0
4060162,9250,9250, 36 months,17.77,D,D1,,RENT,38884.15,Verified,1/02/2013,Current,debt_consolidation,TX,11664.61,333.35,INDIVIDUAL,0
47091858,6000,6000, 36 months,13.33,C,C3,4 years,RENT,52000,Verified,1/03/2015,Current,debt_consolidation,IL,1834.19,203.12,INDIVIDUAL,0
12487370,8400,8400, 36 months,6.03,A,A1,10+ years,MORTGAGE,85000,Not Verified,1/01/2014,Current,credit_card,WY,6135.84,255.66,INDIVIDUAL,0
45252246,19000,19000, 60 months,17.57,D,D4,2 years,RENT,53000,Source Verified,1/03/2015,Current,debt_consolidation,IN,4761.95,478.05,INDIVIDUAL,0
68037246,25000,25000, 36 months,7.89,A,A5,3 years,RENT,85000,Source Verified,1/11/2015,Current,debt_consolidation,MA,1553.34,782.15,INDIVIDUAL,0
16350619,20050,20050, 60 months,21.99,E,E4,9 years,MORTGAGE,80000,Source Verified,1/04/2014,Current,debt_consolidation,CA,11626.65,553.65,INDIVIDUAL,0
6327039,6000,6000, 36 months,19.52,D,D4,< 1 year,RENT,45000,Not Verified,1/08/2013,Current,debt_consolidation,CO,6424.08,221.52,INDIVIDUAL,0
57425192,5000,5000, 36 months,12.29,C,C1,,RENT,12864,Verified,1/07/2015,Current,credit_card,NY,993.79,166.77,INDIVIDUAL,0
62978742,9600,"$9,600", 36 months,14.65,C,C5,2 years,RENT,42000,Source Verified,1/09/2015,Current,debt_consolidation,CA,1316.79,331.15,INDIVIDUAL,0
2427659,12000,12000, 36 months,18.49,D,D2,5 years,RENT,65000,Not Verified,1/11/2012,Fully Paid,debt_consolidation,CO,15724.16077,436.51,INDIVIDUAL,0
1613215,23675,23675, 60 months,20.5,E,E2,< 1 year,RENT,49000,Verified,1/07/2012,Current,other,MA,26588.64,633.85,INDIVIDUAL,0
71187692,15000,15000, 36 months,12.59,C,C2,2 years,RENT,70000,Source Verified,1/12/2015,Current,debt_consolidation,SC,491.97,502.46,INDIVIDUAL,0
15539485,16975,16975, 36 months,18.25,D,D3,7 years,RENT,127000,Verified,1/04/2014,Late (31-120 days),,FL,10294.44,386.3,INDIVIDUAL,0
10676788,10000,"10,000", 36 months,12.99,B,B4,5 years,RENT,40000,Verified,1/11/2013,Charged Off,small_business,MD,4442.31,336.9,INDIVIDUAL,1074.45
51864041,2500,2500, 36 months,6.68,A,A3,< 1 year,RENT,55801,Not Verified,1/05/2015,Current,credit_card,VA,2213.71,676.83,INDIVIDUAL,0
59799670,15000,15000, 36 months,10.99,B,B4,3 years,RENT,45000,Source Verified,1/07/2015,Current,debt_consolidation,CA,2436.73,491.01,INDIVIDUAL,0
4589379,20000,20000, 36 months,21,E,E2,3 years,MORTGAGE,93000,Verified,1/06/2013,Fully Paid,debt_consolidation,MA,23165.01434,16387.9,INDIVIDUAL,0
16742762,15100,15100, 36 months,14.64,C,C3,10+ years,MORTGAGE,38000,Not Verified,1/04/2014,Fully Paid,debt_consolidation,NY,17129.13,11400.44,INDIVIDUAL,0
2977448,22000,22000, 60 months,24.99,F,F4,10+ years,RENT,60000,Source Verified,1/10/2013,Current,debt_consolidation,OH,17429.51,645.61,INDIVIDUAL,0
53593211,19000,19000, 60 months,12.69,C,C2,10+ years,MORTGAGE,65000,Not Verified,1/05/2015,Current,debt_consolidation,KY,2991.7,429.3,INDIVIDUAL,0
47874588,26000,26000, 36 months,6.92,A,A4,10+ years,MORTGAGE,95000,Not Verified,1/04/2015,,credit_card,PA,7231.73,801.86,INDIVIDUAL,0
65612200,4000,4000, 36 months,13.33,C,C3,1 year,RENT,65000,Verified,1/10/2015,Current,credit_card,CA,406.26,135.42,INDIVIDUAL,0
67728502,5000,5000, 36 months,7.89,A,A5,10+ years,MORTGAGE,90000,Source Verified,1/10/2015,Current,home_improvement,MA,308.48,156.43,INDIVIDUAL,0
70101387,10000,10000, 36 months,10.99,B,B4,10+ years,RENT,42000,Verified,1/11/2015,Current,debt_consolidation,TN,642.47,327.34,INDIVIDUAL,0
61984449,18525,18525, 60 months,18.25,E,E1,10+ years,MORTGAGE,42000,Source Verified,1/08/2015,Current,debt_consolidation,PA,1872.98,472.94,INDIVIDUAL,0
60927714,11000,"$11,000", 36 months,12.69,C,C2,6 years,MORTGAGE,62500,Not Verified,1/08/2015,Current,home_improvement,AR,1860.5,369,INDIVIDUAL,0
12766763,25000,25000, 36 months,16.24,C,C5,5 years,MORTGAGE,250000,Verified,1/01/2014,Current,debt_consolidation,IL,20283.7,881.9,INDIVIDUAL,0
70650969,4000,4000, 36 months,9.17,B,B2,9 years,MORTGAGE,50000,Verified,1/12/2015,Current,major_purchase,IN,123.44,127.52,INDIVIDUAL,0
43367504,16925,16925, 36 months,14.31,C,C4,1 year,RENT,34000,Verified,1/02/2015,Current,debt_consolidation,WI,6377.65,581.01,INDIVIDUAL,0
1341131,4000,4000, 36 months,8.9,A,A5,7 years,MORTGAGE,34000,Not Verified,1/01/2012,Charged Off,car,FL,3152.88,127.02,INDIVIDUAL,0
31336672,9025,9025, 36 months,8.39,A,A5,9 years,RENT,58000,Not Verified,1/10/2014,Current,debt_consolidation,NY,4266.6,284.44,INDIVIDUAL,0
50136947,16000,16000, 36 months,5.93,A,A1,10+ years,MORTGAGE,90000,Source Verified,1/04/2015,Current,debt_consolidation,MI,3884.73,486.25,INDIVIDUAL,0
53975935,10300,10300, 36 months,19.19,E,E3,8 years,MORTGAGE,110000,Source Verified,1/06/2015,Fully Paid,,OH,10996.54,9882.85,INDIVIDUAL,0
37737277,6000,6000, 36 months,6.49,A,A2,8 years,MORTGAGE,110000,Source Verified,1/11/2014,Current,credit_card,AZ,2569.85,183.87,INDIVIDUAL,0
54585511,35000,35000, 60 months,17.57,D,D4,10+ years,MORTGAGE,75000,Verified,1/06/2015,Current,debt_consolidation,MN,6130.11,880.61,INDIVIDUAL,0
1453847,9000,9000, 36 months,13.11,B,B4,8 years,RENT,37000,Source Verified,1/04/2012,Fully Paid,wedding,FL,10930.57809,314.11,INDIVIDUAL,0
1290535,13250,13250, 36 months,17.58,D,D4,7 years,RENT,35000,Verified,1/12/2011,Charged Off,debt_consolidation,OK,11325.82,476.24,INDIVIDUAL,864.82
59639039,12200,12200, 36 months,18.25,E,E1,2 years,RENT,37000,Source Verified,1/07/2015,Current,medical,CA,2188.26,442.6,INDIVIDUAL,0
869150,12000,12000, 36 months,7.29,A,A4,9 years,MORTGAGE,61000,Source Verified,1/02/2011,Fully Paid,credit_card,AZ,13394.49299,386.74,INDIVIDUAL,0
445279,12000,12000, 36 months,9.63,A,A5,3 years,MORTGAGE,72800,Not Verified,1/05/2009,Charged Off,medical,GA,8087.82,385.14,INDIVIDUAL,19.2
53303507,20000,20000, 36 months,17.86,D,D5,10+ years,MORTGAGE,103000,Verified,1/05/2015,Charged Off,vacation,NY,2145.11,721.65,INDIVIDUAL,0
65469567,35000,35000, 36 months,14.65,C,C5,3 years,MORTGAGE,240000,Source Verified,1/10/2015,Current,home_improvement,CA,3621.89,1207.3,INDIVIDUAL,0
7216445,8325,8325, 36 months,18.25,D,D2,8 years,MORTGAGE,60000,Not Verified,1/07/2013,Fully Paid,debt_consolidation,TN,9921.627189,5701.19,INDIVIDUAL,0
62280053,18000,18000, 60 months,9.17,B,B2,1 year,OWN,82000,Not Verified,1/08/2015,,debt_consolidation,CA,1866.53,375.14,INDIVIDUAL,0
12607566,10000,10000, 36 months,11.99,B,B3,10+ years,OWN,53000,Not Verified,1/02/2014,Current,credit_card,CA,7638.3,332.1,INDIVIDUAL,0
16971672,10000,10000, 36 months,8.9,A,A5,,RENT,32600,Verified,1/05/2014,Fully Paid,debt_consolidation,NY,11014.33,5933.69,INDIVIDUAL,0
10698060,16800,16800, 36 months,12.99,B,B4,9 years,RENT,80000,Not Verified,1/11/2013,,debt_consolidation,NV,19977.65999,6960.12,INDIVIDUAL,0
70427493,10000,10000, 36 months,9.17,B,B2,10+ years,MORTGAGE,62044,Source Verified,1/11/2015,Current,credit_card,MN,313.7,318.79,INDIVIDUAL,0
70395670,30000,30000, 60 months,16.99,D,D3,2 years,RENT,60000,Source Verified,1/11/2015,Current,debt_consolidation,CA,702.94,745.42,INDIVIDUAL,0
63048003,24000,24000, 36 months,8.18,B,B1,5 years,RENT,99000,Source Verified,1/09/2015,Current,debt_consolidation,NJ,2994.47,754.07,INDIVIDUAL,0
1872697,8000,8000, 36 months,17.77,D,D1,8 years,RENT,48000,Not Verified,1/10/2012,Fully Paid,debt_consolidation,CO,10377.0761,291.22,INDIVIDUAL,0
14577500,30000,30000, 36 months,15.61,C,C5,10+ years,MORTGAGE,75000,Source Verified,1/03/2014,Fully Paid,debt_consolidation,TX,30541.82,297.07,INDIVIDUAL,0
65652275,12000,12000, 60 months,16.99,D,D3,10+ years,RENT,34000,Source Verified,1/10/2015,Current,credit_card,OH,866.19,298.17,INDIVIDUAL,0
60717493,6000,6000, 36 months,12.29,C,C1,8 years,RENT,45000,Source Verified,1/07/2015,Current,debt_consolidation,DE,996.5,200.12,INDIVIDUAL,0
8477368,15000,15000, 60 months,20.8,E,E1,1 year,RENT,55000,Source Verified,1/09/2013,Fully Paid,credit_card,VA,17944.90328,13500.08,INDIVIDUAL,0
11567787,22950,"22,950", 60 months,25.99,G,G4,10+ years,MORTGAGE,88000,Verified,1/12/2013,Charged Off,credit_card,TX,8657.27,687,INDIVIDUAL,3165.97
1810053,23275,23275, 60 months,17.1,C,C5,10+ years,MORTGAGE,65000,Source Verified,1/12/2013,Late (31-120 days),debt_consolidation,OK,13333.1,579.7,INDIVIDUAL,0
72459327,25000,25000, 60 months,7.89,A,A5,10+ years,MORTGAGE,216000,Source Verified,1/12/2015,Current,,CT,0,0,INDIVIDUAL,0
55408383,8000,8000, 36 months,11.53,B,B5,7 years,RENT,95000,Not Verified,1/06/2015,Current,debt_consolidation,NV,1842.39,263.93,INDIVIDUAL,0
28671151,5400,5400, 36 months,9.17,B,B1,10+ years,MORTGAGE,50000,Not Verified,1/09/2014,Current,credit_card,OH,2754.4,172.15,INDIVIDUAL,0
52224849,35000,35000, 36 months,7.89,A,A5,3 years,RENT,150000,Verified,1/05/2015,Current,major_purchase,CA,7649.66,1095,INDIVIDUAL,0
10339265,8000,8000, 36 months,15.1,C,C2,10+ years,MORTGAGE,95000,Verified,1/11/2013,Current,debt_consolidation,FL,7220.72,277.72,INDIVIDUAL,0
64698347,35000,35000, 60 months,17.86,D,D5,6 years,RENT,76000,Source Verified,1/09/2015,Current,debt_consolidation,HI,2658.32,886.11,INDIVIDUAL,0
40545123,32800,32800, 60 months,12.39,C,C1,10+ years,OWN,133995,Verified,1/12/2014,Current,credit_card,IL,8799.33,736.1,INDIVIDUAL,0
65006452,5175,5175, 36 months,10.99,B,B4,2 years,RENT,28000,Verified,1/10/2015,Current,credit_card,NE,501.88,169.4,INDIVIDUAL,0
42043864,5600,5600, 36 months,14.99,C,C5,10+ years,MORTGAGE,30000,Source Verified,1/01/2015,Current,home_improvement,TX,2317.54,194.1,INDIVIDUAL,0
11931634,10000,10000, 60 months,11.99,B,B3,5 years,RENT,80000,Source Verified,1/01/2014,Current,debt_consolidation,FL,5115.2,222.4,INDIVIDUAL,0
3737711,15000,15000, 36 months,12.12,B,B3,5 years,MORTGAGE,68000,Verified,1/01/2013,Charged Off,debt_consolidation,CA,14877.12,499.08,INDIVIDUAL,909.38
48562589,35000,35000, 60 months,25.8,G,G1,4 years,MORTGAGE,145000,Verified,1/04/2015,Current,home_improvement,AL,9293.69,1043.78,INDIVIDUAL,0
1800089,5350,5350, 36 months,7.9,A,A4,3 years,RENT,64000,Not Verified,1/09/2012,Fully Paid,house,CA,6025.731059,170.8,INDIVIDUAL,0
23443168,35000,35000, 36 months,14.99,C,C5,8 years,RENT,220000,Verified,1/07/2014,Current,debt_consolidation,TX,21836.16,1213.12,INDIVIDUAL,0
4167525,14000,14000, 36 months,10.16,B,B1,3 years,RENT,40000,Not Verified,1/02/2013,Fully Paid,debt_consolidation,IL,16233.74,1196.94,INDIVIDUAL,0
4580518,1200,1200, 36 months,14.3,C,C1,10+ years,OWN,58000,Not Verified,1/11/2013,Charged Off,home_improvement,OK,930.29,41.19,INDIVIDUAL,477.2
23524231,6000,6000, 36 months,10.99,B,B3,10+ years,OWN,34000,Not Verified,1/07/2014,Current,debt_consolidation,FL,3535.38,196.41,INDIVIDUAL,0
64993092,2775,2775, 36 months,13.33,C,C3,3 years,OWN,15000,Source Verified,1/10/2015,Fully Paid,credit_card,NY,2796.58,2801.72,INDIVIDUAL,0
55396973,20425,20425, 36 months,19.19,E,E3,10+ years,MORTGAGE,56791,Source Verified,1/06/2015,Current,debt_consolidation,LA,5232.91,750.67,INDIVIDUAL,0
40464164,24000,24000, 36 months,8.19,A,A5,2 years,RENT,140000,Source Verified,1/01/2015,Current,debt_consolidation,GA,9028.32,754.18,INDIVIDUAL,0
70258421,24000,24000, 36 months,5.32,A,A1,2 years,RENT,100000,Not Verified,1/11/2015,Current,,CA,705.03,722.76,INDIVIDUAL,0
59723666,13000,13000, 36 months,8.18,B,B1,< 1 year,RENT,50000,Source Verified,1/08/2015,Fully Paid,credit_card,MI,13263.89,12458.79,INDIVIDUAL,0
65431995,6000,6000, 36 months,12.69,C,C2,2 years,RENT,38000,Source Verified,1/10/2015,Current,debt_consolidation,TX,599.58,201.27,INDIVIDUAL,0
3963660,16800,16800, 60 months,11.55,B,B3,10+ years,MORTGAGE,76000,Source Verified,1/09/2013,Fully Paid,credit_card,OR,19960.24166,11823.14,INDIVIDUAL,0
70640263,16000,16000, 60 months,17.57,D,D4,,RENT,60000,Verified,1/12/2015,Current,debt_consolidation,NJ,472.84,488.46,INDIVIDUAL,0
42721853,8000,8000, 36 months,8.19,A,A5,10+ years,MORTGAGE,40000,Not Verified,1/02/2015,Current,debt_consolidation,IL,2758.12,251.4,INDIVIDUAL,0
45372113,7000,7000, 36 months,6.39,A,A2,7 years,OWN,100000,Not Verified,1/03/2015,Current,home_improvement,TX,2139.52,214.2,INDIVIDUAL,0
53582863,10200,10200, 36 months,19.19,E,E3,4 years,RENT,30000,Verified,1/06/2015,Current,small_business,MA,2602.41,374.88,INDIVIDUAL,0
36947632,12000,12000, 36 months,13.66,C,C3,,RENT,45000,Verified,1/11/2014,Late (16-30 days),debt_consolidation,TX,4918.98,438.33,INDIVIDUAL,0
54826795,2400,2400, 36 months,7.26,A,A4,< 1 year,RENT,100000,Not Verified,1/06/2015,Current,credit_card,MI,519.83,74.4,INDIVIDUAL,0
38810764,35000,35000, 36 months,8.19,A,A5,10+ years,OWN,90215,Verified,1/12/2014,Current,credit_card,MN,14266.2,1099.85,INDIVIDUAL,0
61360882,5500,5500, 36 months,13.33,C,C3,1 year,MORTGAGE,40000,Source Verified,1/08/2015,Current,other,IL,922.85,186.2,INDIVIDUAL,0
6508766,21000,21000, 36 months,7.62,A,A3,10+ years,RENT,160000,Verified,1/06/2013,Current,credit_card,NY,19613.78,654.39,INDIVIDUAL,0
14969488,20000,20000, 60 months,19.47,D,D5,10+ years,MORTGAGE,90000,Verified,1/04/2014,Fully Paid,credit_card,KY,23276.31,18560.31,INDIVIDUAL,0
62289547,32000,32000, 60 months,17.57,D,D4,6 years,MORTGAGE,90000,Verified,1/08/2015,Current,credit_card,CA,3189.28,805.13,INDIVIDUAL,0
63129526,6000,6000, 36 months,9.17,B,B2,10+ years,MORTGAGE,95000,Source Verified,1/09/2015,Current,credit_card,WA,784.98,191.28,INDIVIDUAL,0
18424154,16000,16000, 36 months,9.17,B,B1,3 years,RENT,62000,Verified,1/05/2014,Current,debt_consolidation,IL,9691.33,510.07,INDIVIDUAL,0
59003140,35000,35000, 36 months,18.25,E,E1,4 years,MORTGAGE,107000,Verified,1/07/2015,Current,debt_consolidation,SC,6277.68,1269.73,INDIVIDUAL,0
9006870,30000,30000, 36 months,17.1,C,C5,5 years,RENT,119000,Verified,1/09/2013,Current,debt_consolidation,FL,28918.96,1071.08,INDIVIDUAL,0
19455984,12000,12000, 36 months,16.29,D,D2,10+ years,MORTGAGE,60000,Verified,1/05/2014,Current,debt_consolidation,LA,8048.59,423.61,INDIVIDUAL,0
796855,9600,"$9,600", 60 months,14.46,D,D2,3 years,RENT,66000,Not Verified,1/12/2010,Fully Paid,debt_consolidation,DE,12720.58,5108.33,INDIVIDUAL,0
43957530,8000,8000, 36 months,9.99,B,B3,10+ years,MORTGAGE,61000,Source Verified,1/02/2015,Fully Paid,debt_consolidation,OR,8578.59,6522.67,INDIVIDUAL,0
53976832,5000,5000, 36 months,13.99,C,C4,3 years,RENT,36000,Source Verified,1/06/2015,Current,debt_consolidation,CA,1021.33,170.87,INDIVIDUAL,0
63038071,20000,20000, 36 months,8.18,B,B1,3 years,MORTGAGE,98000,Source Verified,1/09/2015,Current,debt_consolidation,TX,2504.47,628.39,INDIVIDUAL,0
14329350,25000,25000, 60 months,17.57,D,D2,10+ years,MORTGAGE,115000,Verified,1/02/2014,Current,debt_consolidation,OH,13838.22,629.01,INDIVIDUAL,0
30585585,14500,14500, 36 months,12.49,B,B5,10+ years,MORTGAGE,72000,Source Verified,1/10/2014,Current,debt_consolidation,CA,7275.15,485.01,INDIVIDUAL,0
70469836,4900,4900, 36 months,10.99,B,B4,1 year,OWN,25000,Verified,1/11/2015,Fully Paid,debt_consolidation,AZ,4932.92,4935.91,INDIVIDUAL,0
29994805,5000,"5,000", 36 months,13.35,C,C2,10+ years,MORTGAGE,57000,Not Verified,1/09/2014,Current,credit_card,MO,2709.12,169.32,INDIVIDUAL,0
55426451,24150,24150, 60 months,19.99,E,E4,8 years,MORTGAGE,77000,Source Verified,1/07/2015,Current,debt_consolidation,FL,3811.38,639.7,INDIVIDUAL,0
60898470,8400,8400, 36 months,13.99,C,C4,3 years,RENT,24000,Source Verified,1/08/2015,Current,debt_consolidation,TN,1428.77,287.06,INDIVIDUAL,0
7010602,18000,18000, 36 months,9.99,B,B1,8 years,MORTGAGE,60000,Source Verified,1/10/2013,Current,credit_card,CO,15095.34,580.73,INDIVIDUAL,0
33479130,13000,13000, 60 months,15.61,D,D1,< 1 year,RENT,50000,Source Verified,1/10/2014,,credit_card,MA,4377.03,313.45,INDIVIDUAL,0
55338199,26825,26825, 60 months,18.25,E,E1,7 years,MORTGAGE,65000,Source Verified,1/06/2015,Current,,MI,4081.84,684.84,INDIVIDUAL,0
7827774,14000,14000, 36 months,15.88,C,C4,10+ years,MORTGAGE,150000,Verified,1/08/2013,Fully Paid,debt_consolidation,CA,15445.08903,1553.89,INDIVIDUAL,0
16632755,16150,16150, 36 months,11.67,B,B4,8 years,MORTGAGE,50000,Not Verified,1/05/2014,Current,debt_consolidation,IL,10143.53,533.87,INDIVIDUAL,0
43986310,13550,13550, 36 months,18.25,E,E1,3 years,RENT,40000,Verified,1/02/2015,Current,debt_consolidation,MS,5311.1,491.57,INDIVIDUAL,0
4127007,3600,3600, 36 months,14.98,C,C3,< 1 year,RENT,60000,Not Verified,1/12/2013,Current,credit_card,NC,2993.77,124.76,INDIVIDUAL,0
1428550,5000,"5,000", 36 months,6.62,A,A2,2 years,MORTGAGE,60000,Not Verified,1/03/2012,Fully Paid,home_improvement,GA,5525.718539,159.88,INDIVIDUAL,0
51543515,35000,35000, 60 months,25.89,G,G3,3 years,MORTGAGE,144000,Verified,1/05/2015,Current,debt_consolidation,CA,7571.19,1045.64,INDIVIDUAL,0
22510846,20000,20000, 36 months,8.39,A,A5,8 years,MORTGAGE,87500,Verified,1/07/2014,Fully Paid,credit_card,CA,20538.67,18647.65,INDIVIDUAL,0
44476943,14500,14500, 36 months,13.33,C,C3,8 years,MORTGAGE,77000,Verified,1/04/2015,Current,debt_consolidation,IL,4396.44,490.88,INDIVIDUAL,0
21719001,6500,6500, 36 months,14.99,C,C5,,MORTGAGE,51750,Source Verified,1/07/2014,Charged Off,home_improvement,VT,1351.8,225.3,INDIVIDUAL,0
67801635,14000,14000, 60 months,13.18,C,C3,10+ years,RENT,46000,Verified,1/11/2015,Current,credit_card,NY,629.43,319.84,INDIVIDUAL,0
40841064,10000,10000, 36 months,12.39,C,C1,10+ years,RENT,74000,Source Verified,1/01/2015,Current,debt_consolidation,AK,3994.35,334.01,INDIVIDUAL,0
10117531,10000,10000, 36 months,9.99,B,B1,10+ years,MORTGAGE,120000,Source Verified,1/10/2013,Current,debt_consolidation,AZ,8384.93,322.63,INDIVIDUAL,0
68528860,17000,17000, 60 months,13.18,C,C3,7 years,MORTGAGE,75000,Not Verified,1/11/2015,Current,debt_consolidation,NJ,764.31,388.38,INDIVIDUAL,0
5966758,21000,21000, 60 months,16.78,C,C5,8 years,MORTGAGE,63000,Source Verified,1/07/2013,Fully Paid,credit_card,NC,23554.05,98.61,INDIVIDUAL,0
8561031,21725,21725, 60 months,14.33,C,C2,10+ years,MORTGAGE,75000,Verified,1/09/2013,Current,debt_consolidation,WV,14257.99,509.23,INDIVIDUAL,0
12021982,21000,21000, 36 months,11.99,B,B3,10+ years,OWN,150000,Verified,1/01/2014,Fully Paid,debt_consolidation,NY,24267.6039,11016.93,INDIVIDUAL,0
72227647,20350,20350, 60 months,23.99,F,F3,1 year,RENT,75000,Verified,1/12/2015,Current,debt_consolidation,AR,436.14,463.26,INDIVIDUAL,0
34973024,12925,12925, 60 months,22.15,E,E5,3 years,RENT,36000,Source Verified,1/10/2014,Charged Off,other,NJ,3380.56,358.08,INDIVIDUAL,2322.22
64587566,6600,6600, 36 months,9.17,B,B2,4 years,MORTGAGE,102409,Verified,1/09/2015,Current,other,MO,834.92,210.41,INDIVIDUAL,0
59740863,7200,7200, 36 months,14.65,C,C5,4 years,RENT,36000,Verified,1/07/2015,Current,,NY,1230.08,248.36,INDIVIDUAL,0
57385446,7800,7800, 36 months,6.89,A,A3,8 years,MORTGAGE,42000,Source Verified,1/07/2015,Current,debt_consolidation,MN,1439.71,240.45,INDIVIDUAL,0
55268084,4000,4000, 36 months,9.99,B,B3,5 years,MORTGAGE,90000,Verified,1/06/2015,Current,debt_consolidation,NV,898.91,129.05,INDIVIDUAL,0
21188532,19500,"$19,500", 60 months,10.15,B,B2,10+ years,MORTGAGE,70000,Not Verified,1/06/2014,Fully Paid,,CT,21441.20977,16867.85,INDIVIDUAL,0
1795277,19575,19575, 60 months,10.16,B,B1,10+ years,MORTGAGE,50000,Verified,1/09/2012,Current,debt_consolidation,FL,19066.38,500,INDIVIDUAL,0
41442930,23875,23875, 60 months,18.54,E,E1,10+ years,MORTGAGE,65000,Source Verified,1/01/2015,Current,major_purchase,CO,6721.82,613.31,INDIVIDUAL,0
