,member_id,interest_rate,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
,59083088,14.65,2 years,Not Verified,1/07/2015,,debt_consolidation,574.98,0
,8082841,15.88,< 1 year,Verified,1/08/2013,Fully Paid,other,17299.48407,0
,49790381,17.86,3 years,Verified,1/04/2015,Current,debt_consolidation,2565.76,0
,17351876,10.99,10+ years,Source Verified,1/05/2014,Fully Paid,,5408.14,0
,1671021,11.14,6 years,Not Verified,1/07/2012,Fully Paid,debt_consolidation,16300.53,0
,69958861,18.49,10+ years,Not Verified,1/11/2015,Current,,944.29,0
,57385446,6.89,8 years,Source Verified,1/07/2015,Current,debt_consolidation,1439.71,0
,19355151,10.15,10+ years,Not Verified,1/05/2014,Current,home_improvement,5591.32,0
,4429656,13.11,8 years,Not Verified,1/03/2013,Fully Paid,debt_consolidation,18120.35222,0
,1601271,15.81,7 years,Verified,1/06/2012,Fully Paid,credit_card,10846.32744,0
,11659747,15.61,7 years,Verified,1/12/2013,Current,credit_card,19099.59,0
,70203245,17.57,9 years,Source Verified,1/12/2015,Current,credit_card,275.7,0
,10117176,13.67,4 years,Not Verified,1/10/2013,Fully Paid,debt_consolidation,10980.342,0
,7409170,24.89,7 years,Verified,1/07/2013,Current,debt_consolidation,21081.59,0
,9867529,9.99,7 years,Not Verified,1/10/2013,Fully Paid,credit_card,19444.93625,0
,15149167,6.62,3 years,Not Verified,1/03/2014,Fully Paid,credit_card,4572.6,0
,30014068,8.39,3 years,Verified,1/10/2014,Current,debt_consolidation,5224.3,0
,8229628,17.56,10+ years,Source Verified,1/08/2013,Current,debt_consolidation,13037.76,0
,71316433,7.89,9 years,Source Verified,1/12/2015,Current,credit_card,469.02,0
,8647802,9.71,5 years,Source Verified,1/09/2013,Current,debt_consolidation,13878,0
,68509418,8.18,,Verified,1/11/2015,Current,credit_card,596.58,0
,52982680,19.99,10+ years,Verified,1/05/2015,Late (31-120 days),debt_consolidation,4374.7,0
,1455344,13.67,< 1 year,Source Verified,1/04/2012,Fully Paid,debt_consolidation,9796.435449,0
,7198523,8.9,5 years,Verified,1/06/2013,Fully Paid,debt_consolidation,32747.34633,0
,73354384,16.59,10+ years,Not Verified,1/12/2015,Issued,debt_consolidation,0,0
,28802236,10.15,3 years,Not Verified,1/09/2014,Current,debt_consolidation,5691.52,0
,9331321,13.67,3 years,Not Verified,1/10/2013,Current,debt_consolidation,3382.88,0
,43395468,12.39,10+ years,Verified,1/02/2015,Current,,9112.46,0
,64162995,13.33,10+ years,Source Verified,1/09/2015,Current,debt_consolidation,1154.68,0
,70800970,8.38,1 year,Verified,1/12/2015,Current,debt_consolidation,310.46,0
,53112344,5.32,3 years,Verified,1/05/2015,Current,credit_card,4405.09,0
,10276985,16.2,8 years,Source Verified,1/11/2013,,credit_card,6858.48,0
,53412427,7.26,10+ years,Source Verified,1/05/2015,,debt_consolidation,1169.48,0
,50811447,10.99,10+ years,Verified,1/05/2015,Current,other,2606.51,0
,6877980,12.12,10+ years,Source Verified,1/07/2013,Current,debt_consolidation,19960.19,0
,67696495,9.99,10+ years,Source Verified,1/10/2015,Current,,253.66,0
,51543345,25.8,10+ years,Verified,1/05/2015,In Grace Period,home_improvement,6367.17,0
,4594966,15.31,2 years,Source Verified,1/03/2013,,debt_consolidation,24414.13,0
,1633448,7.9,< 1 year,Verified,1/07/2012,Fully Paid,credit_card,8494.4,0
,47237178,9.99,2 years,Verified,1/04/2015,Current,credit_card,5785.05,0
,10749596,6.62,10+ years,Not Verified,1/11/2013,Charged Off,credit_card,7219.58,0
,9868178,14.3,10+ years,Not Verified,1/10/2013,Current,credit_card,11601.46,0
,15029494,12.99,10+ years,Source Verified,1/03/2014,Fully Paid,debt_consolidation,18861.11,0
,58749901,7.26,5 years,Source Verified,1/07/2015,Current,credit_card,1669.44,0
,20758236,14.49,10+ years,Source Verified,1/06/2014,Charged Off,home_improvement,4234.23,0
,25936471,12.99,6 years,Verified,1/08/2014,Current,debt_consolidation,6872.59,0
,2696916,17.77,5 years,Not Verified,1/12/2012,Fully Paid,debt_consolidation,15567.9857,0
,55408383,11.53,7 years,Not Verified,1/06/2015,Current,debt_consolidation,1842.39,0
,65448137,12.69,7 years,Not Verified,1/10/2015,Current,debt_consolidation,1449.01,0
,31386803,10.15,2 years,Not Verified,1/10/2014,Current,,4074.6,0
,49903483,8.18,7 years,Source Verified,1/05/2015,,credit_card,3887.87,0
,1018156,16.49,< 1 year,Verified,1/07/2011,Fully Paid,other,8322.9,0
,1186478,14.33,< 1 year,Verified,1/06/2013,Fully Paid,debt_consolidation,3936.240787,0
,64785729,9.99,10+ years,Source Verified,1/10/2015,Current,debt_consolidation,459.25,0
,1186407,12.42,1 year,Source Verified,1/10/2011,Fully Paid,credit_card,15877.72787,0
,12011333,13.98,3 years,Not Verified,1/01/2014,Charged Off,debt_consolidation,4920.23,0
,46486645,9.17,3 years,Source Verified,1/03/2015,Fully Paid,debt_consolidation,11323.78,0
,1811421,16.29,10+ years,Not Verified,1/09/2012,Fully Paid,debt_consolidation,15203.66,0
,53895690,18.55,3 years,Source Verified,1/06/2015,Current,home_improvement,10189.07,0
,24625254,16.29,< 1 year,Verified,1/07/2014,Current,debt_consolidation,14561.18,0
,37948062,19.24,10+ years,Not Verified,1/11/2014,Current,debt_consolidation,2249.04,0
,42346634,13.66,3 years,Source Verified,1/01/2015,Current,debt_consolidation,6312.47,0
,29533129,11.67,10+ years,Not Verified,1/09/2014,Current,debt_consolidation,6347.04,0
,70447941,9.99,1 year,Not Verified,1/11/2015,Current,debt_consolidation,314.31,0
,37757860,8.19,1 year,Not Verified,1/11/2014,Current,debt_consolidation,3430.31,0
,66472965,9.99,,Source Verified,1/10/2015,Current,debt_consolidation,1435.17,0
,1648065,6.62,2 years,Verified,1/08/2012,Fully Paid,small_business,21662.62974,0
,53442625,9.17,5 years,Source Verified,1/05/2015,Current,car,2180.7,0
,68468319,9.17,,Source Verified,1/11/2015,Current,debt_consolidation,388.67,0
,6993271,11.14,< 1 year,Not Verified,1/06/2013,Fully Paid,debt_consolidation,9542.94,0
,59630602,19.19,10+ years,Verified,1/07/2015,Current,debt_consolidation,1311.81,0
,62140010,5.32,7 years,Source Verified,1/08/2015,Current,debt_consolidation,6922.63,0
,68750454,10.99,2 years,Verified,1/11/2015,Current,debt_consolidation,385.49,0
,46726917,14.65,5 years,Verified,1/03/2015,Current,debt_consolidation,3715.69,0
,58782365,5.32,7 years,Source Verified,1/07/2015,Current,debt_consolidation,1803.94,0
,29562962,18.24,2 years,Verified,1/09/2014,Current,debt_consolidation,4594.5,0
,30985538,15.61,9 years,Not Verified,1/10/2014,Charged Off,home_improvement,769.23,0
,13689323,11.99,3 years,Verified,1/02/2014,Current,credit_card,9165.96,0
,4590723,16.29,10+ years,Verified,1/03/2013,Current,debt_consolidation,15807.89,0
,62014224,8.18,8 years,Source Verified,1/09/2015,Current,credit_card,1245.44,0
,67516449,17.86,10+ years,Not Verified,1/10/2015,Current,credit_card,595.71,0
,1673214,21.00%,10+ years,Verified,1/08/2012,Charged Off,,8620.62,5425.22
,27058410,10.99,10+ years,Source Verified,1/08/2014,Current,credit_card,1947.69,0
,72037791,13.18,7 years,Not Verified,1/12/2015,,debt_consolidation,530.72,0
,58761984,17.57,5 years,Source Verified,1/07/2015,Current,debt_consolidation,2699.77,0
,41361046,11.99,9 years,Source Verified,1/01/2015,Current,,3182.83,0
,71238782,11.22,6 years,Verified,1/12/2015,Current,debt_consolidation,0,0
,47012259,13.33,3 years,Verified,1/04/2015,Current,debt_consolidation,2631.55,0
,1770094,15.31,7 years,Not Verified,1/09/2012,Fully Paid,home_improvement,10747.64134,0
,157597,10.59,10+ years,Not Verified,1/12/2007,Does not meet the credit policy. Status:Fully Paid,house,4624.94,0
,55926103,14.65,10+ years,Not Verified,1/06/2015,Current,debt_consolidation,1185.99,0
,42283787,15.59,10+ years,Not Verified,1/01/2015,Current,debt_consolidation,1828.77,0
,36976377,8.19,8 years,Source Verified,1/11/2014,Current,debt_consolidation,3695.09,0
,42424245,8.19,,Source Verified,1/01/2015,Current,debt_consolidation,2278.4,0
,60897205,11.53,6 years,Not Verified,1/08/2015,Current,major_purchase,2359.08,0
,67758967,15.61,,Source Verified,1/10/2015,Current,credit_card,499.58,0
,49613953,9.17,10+ years,Verified,1/04/2015,Current,credit_card,2545.23,0
,37157233,9.49,4 years,Not Verified,1/11/2014,Fully Paid,car,7192.45,0
,13607222,15.61,7 years,Not Verified,1/06/2014,Current,credit_card,3776.22,0
,41412282,21.99,2 years,Source Verified,1/01/2015,Current,debt_consolidation,2696.39,0
,1090640,5.42,5 years,Verified,1/09/2011,Fully Paid,wedding,7381.978241,0
,53162675,16.55,10+ years,Source Verified,1/05/2015,Current,credit_card,1835.85,0
,66483279,12.29,< 1 year,Source Verified,1/10/2015,Current,debt_consolidation,651.38,0
,64726928,9.17,10+ years,Not Verified,1/09/2015,Current,debt_consolidation,1524.09,0
,65632603,14.65,< 1 year,Source Verified,1/10/2015,Current,debt_consolidation,101.47,0
,70731162,8.38,10+ years,Not Verified,1/12/2015,Current,debt_consolidation,199.93,0
,66432581,12.29,6 years,Not Verified,1/10/2015,Current,medical,99.4,0
,60919454,11.53,10+ years,Verified,1/08/2015,Current,debt_consolidation,3675.78,0
,70572287,7.26,1 year,Verified,1/12/2015,Current,debt_consolidation,483.03,0
,68670347,17.86,4 years,Not Verified,1/11/2015,Current,debt_consolidation,1179.52,0
,55310360,16.55,1 year,Source Verified,1/06/2015,Current,credit_card,1797.56,0
,30645136,11.67,3 years,Source Verified,1/10/2014,Current,credit_card,3718.95,0
,56338936,18.25,6 years,Not Verified,1/06/2015,Current,major_purchase,1264.66,0
,67760407,6.89,< 1 year,Source Verified,1/10/2015,Current,small_business,974.21,0
,59571108,12.69,10+ years,Source Verified,1/07/2015,Current,debt_consolidation,2577.89,0
,15148408,7.9,10+ years,Source Verified,1/03/2014,Current,credit_card,6571.11,0
,7018795,17.77,7 years,Verified,1/06/2013,Fully Paid,credit_card,30800.98,0
,20076922,10.99,10+ years,Source Verified,1/06/2014,Current,debt_consolidation,18658.38,0
,39722843,12.39,8 years,Source Verified,1/12/2014,Current,debt_consolidation,2597.07,0
,15198598,6.03,10+ years,Not Verified,1/03/2014,Current,debt_consolidation,10545.99,0
,41327973,15.59,3 years,Source Verified,1/01/2015,Current,debt_consolidation,3341.82,0
,37667655,12.99,< 1 year,Not Verified,1/11/2014,Current,credit_card,3654.24,0
,6486878,7.9,< 1 year,Not Verified,1/05/2013,Fully Paid,credit_card,10889.93616,0
,10148656,15.61,7 years,Verified,1/10/2013,Current,home_improvement,12537.98,0
,61823947,8.18,4 years,Source Verified,1/08/2015,Current,,1122.94,0
,42173844,8.19,10+ years,Source Verified,1/01/2015,Current,credit_card,3618.62,0
,36044309,10.15,2 years,Source Verified,1/10/2014,Current,debt_consolidation,6782.52,0
,22631231,9.17,,Source Verified,1/07/2014,Current,debt_consolidation,16066.98,0
,1464809,9.76,10+ years,Source Verified,1/04/2012,Fully Paid,debt_consolidation,16806.03393,0
,73404899,13.99,< 1 year,Not Verified,1/12/2015,Issued,small_business,0,0
,6049620,14.33,3 years,Not Verified,1/09/2013,Current,credit_card,6922.37,0
,1602611,13.99,8 years,Verified,1/06/2012,Current,debt_consolidation,21483.38,0
,10780831,15.61,10+ years,Verified,1/11/2013,Charged Off,debt_consolidation,4420.05,0
,66812200,7.26,10+ years,Verified,1/10/2015,Current,credit_card,1769.9,0
,43834996,18.25,8 years,Verified,1/02/2015,Current,debt_consolidation,9793.45,0
,29192729,16.29,8 years,Source Verified,1/09/2014,Current,other,4518.56,0
,31176931,10.99,10+ years,Verified,1/10/2014,Current,debt_consolidation,8151.6,0
,1345642,12.69,2 years,Source Verified,1/01/2012,Charged Off,other,6966.29,802.89
,42434919,8.67,1 year,Source Verified,1/01/2015,Current,debt_consolidation,6330.87,0
,40574873,6.49,< 1 year,Source Verified,1/01/2015,Current,debt_consolidation,7487.09,0
,22943019,14.49,10+ years,Not Verified,1/07/2014,Current,debt_consolidation,9292.5,0
,58810129,7.26,10+ years,Verified,1/08/2015,Current,debt_consolidation,1545.82,0
,42992879,16.55,3 years,Not Verified,1/02/2015,Current,credit_card,968.63,0
,49574000,9.99,2 years,Not Verified,1/04/2015,Current,home_improvement,1367.78,0
,69748007,10.99,,Verified,1/11/2015,Current,debt_consolidation,849,0
,39101822,19.99,4 years,Verified,1/12/2014,Fully Paid,home_improvement,36956.9,0
,46576634,12.29,10+ years,Verified,1/03/2015,Current,debt_consolidation,7005.51,0
,66752161,10.99,< 1 year,Source Verified,1/10/2015,Current,debt_consolidation,1370.41,0
,27729279,14.99,3 years,Source Verified,1/08/2014,,debt_consolidation,3507.68,0
,47834726,6.92,< 1 year,Not Verified,1/04/2015,Current,credit_card,3326.2,0
,6517767,11.14,2 years,Not Verified,1/05/2013,Fully Paid,debt_consolidation,11523.84,0
,68528253,10.99%,10+ years,Verified,1/11/2015,Current,credit_card,972.86,0
,3637069,8.9,7 years,Verified,1/01/2013,Current,home_improvement,5483.04,0
,8526759,12.35,2 years,Verified,1/09/2013,Current,debt_consolidation,12555.37,0
,11928504,16.24,8 years,Verified,1/12/2013,Fully Paid,debt_consolidation,20088.23,0
,64576667,8.18,7 years,Not Verified,1/09/2015,,debt_consolidation,466.76,0
,69870302,16.55,10+ years,Source Verified,1/11/2015,Current,debt_consolidation,699.41,0
,35803434,9.17,5 years,Verified,1/10/2014,Current,debt_consolidation,3562.41,0
,54635209,19.19,5 years,Not Verified,1/06/2015,Current,debt_consolidation,1785.9,0
,19525946,7.69,9 years,Not Verified,1/06/2014,Current,debt_consolidation,7112.27,0
,73375732,6.99,10+ years,Not Verified,1/12/2015,Issued,debt_consolidation,0,0
,4156267,18.75,2 years,Not Verified,1/02/2013,Fully Paid,debt_consolidation,13867,0
,5012068,8.9,10+ years,Not Verified,1/04/2013,Current,home_improvement,10478.82,0
,57994811,21.99,3 years,Verified,1/07/2015,Late (31-120 days),debt_consolidation,1966.17,0
,25596127,8.39,7 years,Verified,1/08/2014,Charged Off,debt_consolidation,1260.68,0
,1663598,16.29,4 years,Not Verified,1/07/2012,Fully Paid,major_purchase,14241.74136,0
,70395670,16.99,2 years,Source Verified,1/11/2015,Current,debt_consolidation,702.94,0
,43250472,14.31,7 years,Not Verified,1/02/2015,Current,debt_consolidation,6298.48,0
,44968210,12.29,10+ years,Source Verified,1/03/2015,Current,other,1065.12,0
,5018025,7.9,9 years,Verified,1/04/2013,Fully Paid,debt_consolidation,21000.58209,0
,7842743,17.56,10+ years,Verified,1/07/2013,Fully Paid,debt_consolidation,17328.53,0
,59082900,13.33,10+ years,Verified,1/07/2015,Current,credit_card,3757.76,0
,53353309,14.65,4 years,Source Verified,1/05/2015,Current,debt_consolidation,2878.05,0
,65005543,11.53,3 years,Verified,1/10/2015,Current,other,1514.19,0
,27268140,13.35,10+ years,Not Verified,1/08/2014,Fully Paid,,1108.33,0
,60979059,18.25,5 years,Verified,1/08/2015,Current,debt_consolidation,2546.02,0
,32277342,9.17,10+ years,Source Verified,1/10/2014,Current,debt_consolidation,11476.5,0
,22561142,12.99,10+ years,Source Verified,1/07/2014,Current,debt_consolidation,7370.46,0
,37476202,12.99,3 years,Source Verified,1/11/2014,Current,debt_consolidation,4248.15,0
,65117723,6.24,3 years,Not Verified,1/10/2015,Current,home_improvement,2272.51,0
,28813291,22.15,2 years,Not Verified,1/09/2014,Fully Paid,major_purchase,1527.6875,0
,870781,5.79,10+ years,Not Verified,1/02/2011,Fully Paid,home_improvement,1637.016271,0
,46292986,13.33,6 years,Verified,1/03/2015,Current,credit_card,11861.55,0
,49851371,10.99,3 years,Verified,1/04/2015,Current,debt_consolidation,2772.63,0
,38992158,19.24,10+ years,Source Verified,1/12/2014,In Grace Period,home_improvement,7496.55,0
,1528477,17.27,2 years,Not Verified,1/05/2012,Fully Paid,car,9271.387207,0
,7407803,10.64,10+ years,Verified,1/07/2013,Current,credit_card,11723.92,0
,68420100,9.99,8 years,Not Verified,1/11/2015,Current,debt_consolidation,760.98,0
,72016822,18.99,1 year,Verified,1/12/2015,Current,debt_consolidation,172.71,0
,49950574,10.99,2 years,Source Verified,1/05/2015,Current,debt_consolidation,5225.23,0
,72015848,17.57,< 1 year,Source Verified,1/12/2015,Current,debt_consolidation,0,0
,56802149,6.89,10+ years,Source Verified,1/06/2015,Fully Paid,debt_consolidation,7380.31,0
,10340545,14.3,1 year,Not Verified,1/11/2013,Fully Paid,vacation,9147.291391,0
,10017326,17.76,1 year,Not Verified,1/10/2013,Fully Paid,home_improvement,6669.25,0
,72836853,8.49,< 1 year,Not Verified,1/12/2015,Current,home_improvement,0,0
,39011562,14.31,,Source Verified,1/12/2014,Current,debt_consolidation,3341.75,0
,8936843,11.99,5 years,Not Verified,1/09/2013,Current,debt_consolidation,5114.28,0
,68529462,8.18,10+ years,Source Verified,1/11/2015,Current,,311.93,0
,43081965,14.99,7 years,Source Verified,1/01/2015,Current,debt_consolidation,4694.44,0
,43456908,6.99,3 years,Not Verified,1/02/2015,Current,credit_card,8480.31,0
,65580144,5.32,9 years,Source Verified,1/10/2015,Current,credit_card,720.4,0
,14410774,15.61,10+ years,Verified,1/03/2014,Current,debt_consolidation,25423.86,0
,43395534,9.49,1 year,Source Verified,1/02/2015,Current,debt_consolidation,4221.41,0
,49769465,14.65,5 years,Source Verified,1/04/2015,Current,debt_consolidation,5468.46,0
,70285673,14.33,10+ years,Source Verified,1/11/2015,Current,debt_consolidation,662.89,0
,47874588,6.92,10+ years,Not Verified,1/04/2015,Current,credit_card,7231.73,0
,12927235,15.61,5 years,Source Verified,1/01/2014,Current,debt_consolidation,8873.17,0
,25966283,13.35,10+ years,Not Verified,1/08/2014,Fully Paid,debt_consolidation,7015.32,0
,64527960,18.55,5 years,Verified,1/09/2015,Current,debt_consolidation,1494.98,0
,5789012,10.16,10+ years,Verified,1/05/2013,Fully Paid,debt_consolidation,15603.43,0
,6917431,11.14,10+ years,Verified,1/06/2013,Current,debt_consolidation,24406.19,0
,5666980,19.05,8 years,Source Verified,1/05/2013,Charged Off,debt_consolidation,17717.13,0
,40493956,7.49,3 years,Source Verified,1/12/2014,Current,credit_card,1864.04,0
,49724703,6.39,10+ years,Verified,1/04/2015,Current,debt_consolidation,5255.41,0
,10297046,18.55,10+ years,Source Verified,1/11/2013,Fully Paid,credit_card,39168.08452,0
,18303495,22.15,3 years,Not Verified,1/05/2014,Current,debt_consolidation,5734.8,0
,1831085,10.16,2 years,Not Verified,1/10/2012,Fully Paid,credit_card,6983.870272,0
,7820361,10.64,,Verified,1/07/2013,Fully Paid,debt_consolidation,39482.4248,0
,24646363,17.57,10+ years,Not Verified,1/07/2014,Current,debt_consolidation,17106.08,0
,1060638,6.99,8 years,Source Verified,1/08/2011,Fully Paid,home_improvement,7779.134625,0
,41361007,17.86,,Verified,1/01/2015,Current,debt_consolidation,1577.71,0
,41056674,6.49,9 years,Not Verified,1/02/2015,Late (31-120 days),credit_card,4700.12,0
,59126814,17.86,1 year,Source Verified,1/07/2015,Current,debt_consolidation,1085.5,0
,9647244,14.3,,Verified,1/11/2013,Charged Off,debt_consolidation,4940.52,0
,60959283,12.29,7 years,Source Verified,1/08/2015,Current,credit_card,1557.84,0
,59623033,12.69,3 years,Verified,1/07/2015,Current,credit_card,1514.01,0
,651434,13.85,5 years,Not Verified,1/04/2010,Fully Paid,debt_consolidation,18412.75,0
,66311893,12.69,< 1 year,Source Verified,1/10/2015,Current,debt_consolidation,496.14,0
,29903161,10.15,7 years,Source Verified,1/09/2014,Fully Paid,debt_consolidation,8624.34,0
,53867349,27.88,9 years,Verified,1/06/2015,Fully Paid,debt_consolidation,24858.71,0
,706380,13.23,5 years,Source Verified,1/07/2010,Fully Paid,debt_consolidation,10898.71,0
,1582522,13.11,10+ years,Not Verified,1/06/2012,Fully Paid,debt_consolidation,18008.41202,0
,7232184,17.77,9 years,Not Verified,1/06/2013,Charged Off,debt_consolidation,3116.23,2035.79
,3987292,8.9,< 1 year,Verified,1/02/2013,Fully Paid,credit_card,21220.9467,0
,63405246,17.86,10+ years,Verified,1/09/2015,Current,debt_consolidation,1290.03,0
,36254629,6.49,6 years,Not Verified,1/11/2014,Current,credit_card,5144.03,0
,3981004,11.14,4 years,Verified,1/02/2013,Charged Off,credit_card,10092.02,624.74
,12024868,15.61,3 years,Source Verified,1/01/2014,Fully Paid,debt_consolidation,30775.24,0
,43818564,10.99,8 years,Source Verified,1/02/2015,Current,credit_card,5462.51,0
,72590629,8.38,10+ years,Not Verified,1/12/2015,Current,major_purchase,0,0
,21880423,11.67,,Source Verified,1/07/2014,Current,debt_consolidation,8330.4,0
,7686735,18.85,10+ years,Verified,1/07/2013,Current,debt_consolidation,7912.83,0
,9380773,17.1,10+ years,Not Verified,1/10/2013,Current,credit_card,5375.55,0
,64597427,10.99,10+ years,Not Verified,1/09/2015,,debt_consolidation,823.72,0
,12018830,9.67,10+ years,Source Verified,1/01/2014,Current,credit_card,7706.68,0
,1783124,22.47,7 years,Verified,1/09/2012,Current,credit_card,19551.16,0
,67861556,9.17,3 years,Verified,1/11/2015,Current,credit_card,752.87,0
,10108205,12.99,8 years,Verified,1/11/2013,Current,credit_card,16844.75,0
,7287552,13.68,5 years,Not Verified,1/07/2013,Late (16-30 days),debt_consolidation,12011.62,0
,54178936,7.26,7 years,Source Verified,1/06/2015,Current,credit_card,5414.29,0
,65579220,7.89,< 1 year,Source Verified,1/11/2015,Current,credit_card,355.71,0
,9147598,16.2,10+ years,Verified,1/11/2013,Current,debt_consolidation,15864.5,0
,54726399,6.89,8 years,Source Verified,1/07/2015,Current,credit_card,5341.68,0
,42535623,22.99,3 years,Verified,1/01/2015,Charged Off,,5370.65,0
,49985512,6.68,10+ years,Source Verified,1/05/2015,Current,credit_card,4957.78,0
,6047779,23.76,10+ years,Verified,1/05/2013,Charged Off,debt_consolidation,7817.34,1669.31
,8130056,17.56,4 years,Verified,1/08/2013,Charged Off,credit_card,17952.75,0
,1298993,6.03,10+ years,Not Verified,1/12/2011,,major_purchase,8545.840368,0
,7189838,14.33,10+ years,Verified,1/06/2013,Fully Paid,credit_card,10569.47,0
,63149539,13.33,10+ years,Not Verified,1/09/2015,Current,debt_consolidation,1109.61,0
,70348500,11.49,8 years,Not Verified,1/11/2015,Current,home_improvement,67.9,0
,49725439,15.61,10+ years,Not Verified,1/04/2015,Current,,2370.31,0
,53162712,14.65,10+ years,Not Verified,1/05/2015,Current,debt_consolidation,1492.04,0
,7833026,10.64,4 years,Not Verified,1/08/2013,Current,debt_consolidation,11344.91,0
,46386675,18.84,6 years,Verified,1/03/2015,Current,credit_card,6948.82,0
,49524008,9.99,1 year,Source Verified,1/05/2015,Current,debt_consolidation,5908.99,0
,24656174,12.99,9 years,Source Verified,1/07/2014,Charged Off,debt_consolidation,9433.06,0
,41362855,13.66,1 year,Source Verified,1/01/2015,Current,debt_consolidation,5296.17,0
,11058430,15.1,< 1 year,Source Verified,1/12/2013,In Grace Period,debt_consolidation,11440.28,0
,64273881,12.69,< 1 year,Verified,1/09/2015,Current,debt_consolidation,3983.1,0
,6988883,11.14,2 years,Not Verified,1/06/2013,Charged Off,debt_consolidation,3936.38,0
,55268449,19.19,10+ years,Verified,1/06/2015,Current,moving,2175.06,0
,1209982,17.27,1 year,Source Verified,1/10/2011,,major_purchase,10281.41,0
,43797527,15.61,1 year,Source Verified,1/02/2015,Current,credit_card,5618.76,0
,70650969,9.17,9 years,Verified,1/12/2015,Current,major_purchase,123.44,0
,59043362,12.69,8 years,Verified,1/07/2015,Current,debt_consolidation,1943.68,0
,25605763,10.99,10+ years,Not Verified,1/07/2014,Fully Paid,other,10962.78,0
,69938880,9.99,10+ years,Source Verified,1/11/2015,Current,house,507.32,0
,56975314,18.55,10+ years,Verified,1/07/2015,Current,credit_card,5359.61,0
,30555203,14.49,6 years,Source Verified,1/10/2014,Late (16-30 days),debt_consolidation,8658.37,0
,4307931,14.33,10+ years,Not Verified,1/04/2013,Current,debt_consolidation,4071.76,0
,51864041,6.68,< 1 year,Not Verified,1/05/2015,Current,credit_card,2213.71,0
,61566600,11.53,10+ years,Verified,1/08/2015,Current,debt_consolidation,1150.22,0
,1067691,17.99,6 years,Verified,1/09/2011,Fully Paid,debt_consolidation,27512.36,0
,41248604,11.44,10+ years,Not Verified,1/01/2015,Current,credit_card,7379.6,0
,64824655,11.53,7 years,Verified,1/10/2015,Current,debt_consolidation,547.08,0
,7667359,9.71,10+ years,Verified,1/07/2013,Current,debt_consolidation,11563.13,0
,28692330,23.43,10+ years,Not Verified,1/09/2014,Current,house,1868.96,0
,38781337,8.67,< 1 year,Source Verified,1/12/2014,Current,debt_consolidation,9862.2,0
,54554960,16.99,4 years,Verified,1/06/2015,Fully Paid,debt_consolidation,5877.37,0
,66464306,17.57,,Verified,1/10/2015,Current,,3017.15,0
,784818,19.66,10+ years,Verified,1/11/2010,Charged Off,debt_consolidation,7435.34,478.97
,43456559,12.99,7 years,Not Verified,1/02/2015,Fully Paid,car,5534.69,0
,45311016,9.17,6 years,Not Verified,1/03/2015,Current,debt_consolidation,3819.39,0
,8106893,9.71,5 years,Verified,1/08/2013,Current,credit_card,10715.19,0
,27258704,16.29,10+ years,Source Verified,1/08/2014,Current,debt_consolidation,9984.78,0
,70915291,6.24,7 years,Source Verified,1/12/2015,Current,debt_consolidation,358.05,0
,45342449,16.55,2 years,Source Verified,1/03/2015,Current,other,1057.38,0
,63129526,9.17,10+ years,Source Verified,1/09/2015,Current,credit_card,784.98,0
,71358473,16.99,10+ years,Verified,1/12/2015,Current,debt_consolidation,749.61,0
,35894394,16.99,7 years,Source Verified,1/10/2014,Charged Off,debt_consolidation,1453.09,0
,45259839,6.39,10+ years,Not Verified,1/02/2015,Current,,2747.61,0
,57728300,13.99,3 years,Source Verified,1/07/2015,Current,debt_consolidation,1021.33,0
,10118582,12.99,2 years,Source Verified,1/11/2013,Current,debt_consolidation,4817.65,0
,72580740,11.22,10+ years,Verified,1/12/2015,Current,other,0,0
,18594142,17.57,10+ years,Verified,1/06/2014,Current,debt_consolidation,13385.31,0
,14940545,19.47,3 years,Source Verified,1/03/2014,,debt_consolidation,20261.01,0
,71362049,18.2,< 1 year,Source Verified,1/12/2015,Current,debt_consolidation,857.2,0
,24797017,7.69,8 years,Source Verified,1/07/2014,Current,debt_consolidation,6363.61,0
,57915084,13.33,10+ years,Verified,1/07/2015,Current,debt_consolidation,4967.11,0
,62503596,12.29,1 year,Not Verified,1/08/2015,Current,home_improvement,447.98,0
,70829498,10.64,10+ years,Not Verified,1/12/2015,Current,home_improvement,383.74,0
,66135574,7.26,3 years,Verified,1/10/2015,Current,debt_consolidation,2222.05,0
,37858129,11.99,10+ years,Verified,1/11/2014,Current,debt_consolidation,9363.8,0
,10339265,15.1,10+ years,Verified,1/11/2013,Current,debt_consolidation,7220.72,0
,65442429,17.86,10+ years,Not Verified,1/10/2015,Current,credit_card,1469.44,0
,3929506,16.29,10+ years,Verified,1/02/2013,Fully Paid,debt_consolidation,43547.17,0
,877208,16.77,1 year,Not Verified,1/03/2011,Fully Paid,debt_consolidation,20474.81,0
,53855785,9.99,7 years,Verified,1/06/2015,Late (31-120 days),debt_consolidation,1607.6,0
,42464728,16.49,,Verified,1/01/2015,Fully Paid,credit_card,28756.97,0
,61964122,9.17%,1 year,Not Verified,1/09/2015,Current,debt_consolidation,381.03,0
,8437239,12.35,2 years,Verified,1/08/2013,Current,debt_consolidation,4439.96,0
,17753705,11.99,10+ years,Not Verified,1/05/2014,Current,debt_consolidation,6642,0
