member_id,funded_amnt,interest_rate,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
2406754,20000,22.95,10+ years,Verified,1/11/2012,Current,credit_card,20828.78,0.0
37567027,10000,8.19,2 years,Source Verified,1/11/2014,Current,debt_consolidation,4394.95,0.0
62279071,25950,14.65,9 years,Verified,1/8/2015,Current,debt_consolidation,3538.28,0.0
53422712,14000,14.65,2 years,Source Verified,1/5/2015,Current,debt_consolidation,2285.01,0.0
9857843,14500,9.99,5 years,Not Verified,1/10/2013,Fully Paid,credit_card,16079.11629,0.0
51533195,35000,9.99,7 years,Verified,1/5/2015,In Grace Period,,5220.71,0.0
69938880,8000,9.99,10+ years,Source Verified,1/11/2015,Current,house,507.32,0.0
1497478,5000,9.76,6 years,Not Verified,1/5/2012,,debt_consolidation,5785.340203,0.0
43219975,5000,10.49,10+ years,Source Verified,1/2/2015,Current,credit_card,1784.48,0.0
15079881,15000,14.64,10+ years,Source Verified,1/3/2014,Charged Off,debt_consolidation,6221.9,4152.54
42617564,16400,16.49,,Source Verified,1/2/2015,Current,credit_card,4404.05,0.0
8067492,21000,12.35,2 years,Verified,1/8/2013,Current,credit_card,20329.58,0.0
747339,4500,14.72,3 years,Not Verified,1/9/2010,Fully Paid,credit_card,5591.68,0.0
9677037,5250,15.61,1 year,Verified,1/10/2013,Fully Paid,debt_consolidation,5636.88,0.0
6808520,7200,20.2,10+ years,Not Verified,1/11/2013,Current,debt_consolidation,6707.52,0.0
12287037,6950,15.61%,,Verified,1/1/2014,Current,,5589.23,0.0
47023407,16000,11.53,9 years,Not Verified,1/3/2015,Current,debt_consolidation,3158.92,0.0
142718,25000,9.01,10+ years,Not Verified,1/11/2007,Fully Paid,small_business,27752.16,0.0
20337056,20700,12.49%,< 1 year,Source Verified,1/6/2014,Current,debt_consolidation,13155.6,0.0
374713,14800,10.83,1 year,Not Verified,1/12/2008,Fully Paid,major_purchase,14933.78,0.0
37075287,5000,8.19,10+ years,Source Verified,1/11/2014,Current,home_improvement,2195.27,0.0
26306325,2000,7.49,4 years,Not Verified,1/1/2015,,credit_card,744.86,0.0
7847783,9250,12.35,10+ years,Not Verified,1/7/2013,Fully Paid,other,11022.49,0.0
33679432,7550,12.49,1 year,Source Verified,1/10/2014,Current,debt_consolidation,3530.32,0.0
51795298,8000,6.39,10+ years,Source Verified,1/5/2015,Current,credit_card,1706.5,0.0
58972674,22500,13.33,< 1 year,Not Verified,1/7/2015,Current,credit_card,4536.88,0.0
43795039,26350,8.18,2 years,Verified,1/2/2015,Current,debt_consolidation,5890.19,0.0
66275652,5000,8.18,5 years,Not Verified,1/10/2015,Current,debt_consolidation,319.88,0.0
47582318,28000,10.99,3 years,Source Verified,1/5/2015,Current,credit_card,4835.01,0.0
11988899,14000,13.53,< 1 year,Verified,1/12/2013,Current,debt_consolidation,11404.95,0.0
7000149,20000,19.05,< 1 year,Verified,1/6/2013,Current,debt_consolidation,22742.53,0.0
49890544,13900,13.99,5 years,Source Verified,1/4/2015,Current,debt_consolidation,2565.27,0.0
49791886,16550,22.99,2 years,Source Verified,1/4/2015,Fully Paid,debt_consolidation,18765.19,0.0
29853144,10000,9.17,1 year,Not Verified,1/9/2014,Current,other,5100.64,0.0
20758509,15600,14.99,10+ years,Source Verified,1/6/2014,Current,debt_consolidation,7049.95,0.0
45259839,9000,6.39,10+ years,Not Verified,1/2/2015,Current,debt_consolidation,2747.61,0.0
5216759,30000,19.05,10+ years,Verified,1/4/2013,In Grace Period,debt_consolidation,24914.0,0.0
1588498,22050,15.81,2 years,Source Verified,1/7/2012,Charged Off,other,24969.29,627.96
70334439,7500,7.26,10+ years,Source Verified,1/11/2015,Current,home_improvement,227.94,0.0
43996058,12500,15.61,2 years,Not Verified,1/2/2015,Current,,3003.16,0.0
43987178,12000,13.99,< 1 year,Not Verified,1/2/2015,Current,debt_consolidation,2782.27,0.0
7650318,5600,16.78,2 years,Not Verified,1/7/2013,Charged Off,,4175.15,0.0
16761516,9775,15.61%,5 years,Verified,1/4/2014,In Grace Period,debt_consolidation,6835.8,0.0
1719197,1975,7.9,10+ years,Not Verified,1/8/2012,Fully Paid,car,2057.67,0.0
48422437,10800,12.69,,Verified,1/4/2015,Current,debt_consolidation,3245.38,0.0
1831692,1800,13.11,10+ years,Not Verified,1/10/2012,Fully Paid,vacation,2184.480843,0.0
53936525,9000,11.53,10+ years,Not Verified,1/6/2015,Current,debt_consolidation,2078.17,0.0
10792333,13950,13.98,,Verified,1/1/2014,Current,debt_consolidation,11428.97,0.0
17743457,11825,16.29,7 years,Source Verified,1/5/2014,In Grace Period,debt_consolidation,5498.41,0.0
61874079,14675,13.33,3 years,Not Verified,1/8/2015,Current,debt_consolidation,2462.26,0.0
11997052,22000,16.24,10+ years,Verified,1/12/2013,Fully Paid,debt_consolidation,27238.47483,0.0
26397852,12000,18.24,3 years,Verified,1/8/2014,Current,debt_consolidation,7399.76,0.0
15970346,23400,18.25,10+ years,Verified,1/4/2014,Current,credit_card,12545.4,0.0
63436101,20000,13.99,10+ years,Verified,1/9/2015,Current,debt_consolidation,1380.27,0.0
23683716,$13500,12.99,10+ years,Source Verified,1/7/2014,Fully Paid,debt_consolidation,13646.14,0.0
56258773,10200,17.86,10+ years,Source Verified,1/7/2015,Current,debt_consolidation,1539.32,0.0
42474649,10000,11.44,10+ years,Not Verified,1/1/2015,Current,debt_consolidation,3617.92,0.0
49862343,3700,13.33%,1 year,Source Verified,1/4/2015,Fully Paid,debt_consolidation,3953.19,0.0
1026221,5000,15.62,4 years,Source Verified,1/7/2011,Fully Paid,major_purchase,6283.684371,0.0
43416000,14950,20.99,2 years,Source Verified,1/2/2015,Current,small_business,4413.2,0.0
45402569,35000,16.99,10+ years,Verified,1/3/2015,Current,credit_card,8663.56,0.0
8748060,10500,15.88,2 years,Source Verified,1/9/2013,Current,debt_consolidation,7127.59,0.0
6507825,23000,15.8,10+ years,Verified,1/6/2013,Current,debt_consolidation,16695.44,0.0
6687306,11000,7.62,5 years,Not Verified,1/5/2013,Current,debt_consolidation,10614.3,0.0
54886698,8000,12.29,6 years,Verified,1/6/2015,Current,,1864.75,0.0
1204890,2800,10.65,10+ years,Source Verified,1/10/2011,Fully Paid,major_purchase,3281.826595,0.0
46395946,35000,7.89,< 1 year,Verified,1/3/2015,Current,debt_consolidation,9824.32,0.0
17372633,11700,11.99,9 years,Verified,1/5/2014,Fully Paid,debt_consolidation,13420.44,0.0
57975381,35000,17.57,10+ years,Source Verified,1/8/2015,Current,credit_card,3454.11,0.0
11039746,16000,9.67,7 years,Source Verified,1/12/2013,Fully Paid,debt_consolidation,17243.15257,0.0
64313102,6000,8.18,1 year,Not Verified,1/9/2015,Current,,748.63,0.0
51400400,7500,11.53,10+ years,Source Verified,1/5/2015,Current,debt_consolidation,1969.83,0.0
5807230,9750,14.09,6 years,Not Verified,1/4/2013,Charged Off,debt_consolidation,7059.52,724.84
49941596,8000,9.17,2 years,Verified,1/4/2015,Current,debt_consolidation,2036.24,0.0
37557763,18350,19.24,< 1 year,Source Verified,1/11/2014,Charged Off,debt_consolidation,2931.41,0.0
1051247,35000,17.49,10+ years,Verified,1/8/2011,Fully Paid,credit_card,42368.34,0.0
17321682,28000,9.67,10+ years,Not Verified,1/5/2014,Current,debt_consolidation,11807.8,0.0
12847624,10000,11.99,8 years,Not Verified,1/1/2014,Current,credit_card,7638.3,0.0
59561747,6350,13.33,10+ years,Not Verified,1/7/2015,Current,debt_consolidation,1070.15,0.0
70417150,35000,13.67,9 years,Verified,1/11/2015,Current,other,768.55,0.0
6797056,10000,15.31,2 years,Not Verified,1/5/2013,Current,credit_card,10793.04,0.0
1697486,1500,7.9,4 years,Not Verified,1/8/2012,Fully Paid,other,1684.785212,0.0
7652442,35000,20.8,4 years,Verified,1/7/2013,Charged Off,debt_consolidation,10948.95,4712.44
37997641,28325,14.99,5 years,Source Verified,1/11/2014,Current,credit_card,8734.64,0.0
8330101,15000,12.35,1 year,Not Verified,1/8/2013,Fully Paid,credit_card,16563.43663,0.0
1689167,35000,8.9,10+ years,Verified,1/8/2012,Fully Paid,debt_consolidation,39987.03246,0.0
55377673,5000,12.69,8 years,Verified,1/6/2015,Current,home_improvement,1170.59,0.0
48562226,17000,13.99,< 1 year,Not Verified,1/4/2015,Current,debt_consolidation,5202.03,0.0
37686865,26575,15.59,2 years,Source Verified,1/11/2014,Current,debt_consolidation,8943.7,0.0
56469374,7000,14.65,4 years,Source Verified,1/7/2015,Current,debt_consolidation,1443.06,0.0
19655669,14000,20.99,2 years,Verified,1/8/2014,Current,debt_consolidation,8524.8,0.0
11498065,16000,6.62,2 years,Not Verified,1/12/2013,Current,credit_card,12278.52,0.0
40534716,14400,6.49,8 years,Source Verified,1/1/2015,Current,debt_consolidation,5285.1,0.0
65476825,5000,8.18,3 years,Not Verified,1/10/2015,Current,debt_consolidation,466.76,0.0
5796825,23850,15.31,10+ years,Verified,1/5/2013,Fully Paid,debt_consolidation,27002.44,0.0
70011426,30000,13.18,10+ years,Source Verified,1/11/2015,Current,debt_consolidation,707.32,0.0
37266779,9950,14.99,,Verified,1/11/2014,Current,debt_consolidation,4811.75,0.0
10636865,20675,9.67,10+ years,Verified,1/11/2013,Current,debt_consolidation,17259.36,0.0
59702299,16000,9.17,1 year,Source Verified,1/7/2015,Current,credit_card,2534.05,0.0
46786483,20275,16.99,10+ years,Verified,1/4/2015,Current,debt_consolidation,6485.7,0.0
66999570,13000,6.89,1 year,Not Verified,1/11/2015,Current,credit_card,794.04,0.0
44027963,14000,9.17,10+ years,Source Verified,1/2/2015,Current,debt_consolidation,4455.97,0.0
71229477,3900,9.17,10+ years,Source Verified,1/12/2015,Current,credit_card,120.36,0.0
67800175,19600,7.89,6 years,Not Verified,1/10/2015,,,1217.81,0.0
52575903,27500,7.89%,10+ years,Verified,1/5/2015,,debt_consolidation,6071.82,0.0
42852612,28000,13.66,5 years,Source Verified,1/1/2015,Current,credit_card,7091.24,0.0
67499923,20000,13.99,10+ years,Verified,1/10/2015,Current,credit_card,915.0,0.0
31286967,8000,12.99,10+ years,Source Verified,1/10/2014,Late (31-120 days),home_improvement,3234.24,0.0
45648914,6000,11.53,8 years,Source Verified,1/3/2015,Current,credit_card,1971.81,0.0
26627441,25000,9.17,6 years,Source Verified,1/8/2014,Current,debt_consolidation,13548.66,0.0
25476133,29850,14.99,8 years,Source Verified,1/8/2014,Fully Paid,debt_consolidation,34056.41,0.0
72089416,"12,000",16.55,7 years,Not Verified,1/12/2015,Current,debt_consolidation,403.09,0.0
47083719,21725,21.67,10+ years,Source Verified,1/4/2015,In Grace Period,debt_consolidation,4741.53,0.0
9382196,15000,21.7,10+ years,Source Verified,1/10/2013,Current,other,11113.99,0.0
24576620,16000,20.99,2 years,Verified,1/8/2014,Current,credit_card,7357.09,0.0
68338777,6000,8.18,5 years,Source Verified,1/11/2015,Current,car,371.59,0.0
1998851,4000,12.12,3 years,Source Verified,1/11/2012,Fully Paid,car,4727.56279,0.0
21398338,8000,13.98,7 years,Not Verified,1/6/2014,Current,home_improvement,4920.3,0.0
67517095,6525,20.99,9 years,Verified,1/10/2015,Current,credit_card,483.99,0.0
39121832,21000,11.44,10+ years,Source Verified,1/12/2014,Current,,5507.95,0.0
8130056,21725,17.56,4 years,Verified,1/8/2013,Charged Off,credit_card,17952.75,0.0
35112371,17500,16.49,7 years,Verified,1/11/2014,Charged Off,debt_consolidation,4939.89,0.0
486154,25000,12.53,1 year,Verified,1/6/2009,Fully Paid,house,29812.97,0.0
37957769,8000,14.99,2 years,Not Verified,1/11/2014,Current,debt_consolidation,3591.45,0.0
71176032,"5,000",7.26,6 years,Not Verified,1/12/2015,Current,other,152.97,0.0
11917336,6000,11.99,8 years,Not Verified,1/12/2013,Current,debt_consolidation,4782.22,0.0
28069782,10750,23.43,4 years,Not Verified,1/8/2014,Current,debt_consolidation,6696.8,0.0
8607299,12500,14.33,,Verified,1/9/2013,Fully Paid,debt_consolidation,15031.1896,0.0
60617857,20000,9.99,10+ years,Source Verified,1/8/2015,Current,debt_consolidation,3215.15,0.0
54806564,3000,19.19,,Verified,1/6/2015,Current,vacation,765.42,0.0
47943671,1000,13.99,10+ years,Not Verified,1/4/2015,Current,debt_consolidation,306.84,0.0
41056674,19200,6.49,9 years,Not Verified,1/2/2015,Late (31-120 days),credit_card,4700.12,0.0
1898337,13550,13.11,1 year,Not Verified,1/10/2012,Fully Paid,car,16491.64102,0.0
260179,6625,8.63,< 1 year,Not Verified,1/3/2008,Fully Paid,debt_consolidation,7541.53,0.0
59186175,20000,6.89,4 years,Source Verified,1/8/2015,Current,,3075.04,0.0
57965383,13475,18.55,5 years,Verified,1/7/2015,Fully Paid,debt_consolidation,14387.82,0.0
8067818,21850,13.68,10+ years,Verified,1/8/2013,Current,credit_card,21558.25,0.0
19817014,18000,12.99,4 years,Source Verified,1/6/2014,Fully Paid,home_improvement,20197.98,0.0
47582449,10000,18.84,10+ years,Source Verified,1/4/2015,Current,debt_consolidation,2316.3,0.0
70080816,5000,9.99,10+ years,Verified,1/11/2015,Current,home_improvement,166.86,0.0
65590280,24000,11.53,6 years,Not Verified,1/10/2015,Current,debt_consolidation,2359.94,0.0
56479685,18800,14.65,6 years,Verified,1/7/2015,Current,debt_consolidation,3875.7,0.0
28772777,12000,9.17,1 year,Source Verified,1/9/2014,Current,credit_card,6120.8,0.0
1406438,26000,16.29,6 years,Verified,1/3/2012,,debt_consolidation,29956.62,0.0
41329884,20150,15.99,10+ years,Source Verified,1/1/2015,Current,debt_consolidation,8481.94,0.0
20016851,24000,6.03,2 years,Verified,1/6/2014,Current,credit_card,13878.74,0.0
15150820,17000,14.64,,Verified,1/4/2014,Charged Off,credit_card,5863.2,0.0
6738159,11200,12.12,< 1 year,Source Verified,1/5/2013,Charged Off,debt_consolidation,6274.09,3701.44
52576103,11000,7.89,6 years,Not Verified,1/5/2015,Current,debt_consolidation,2748.38,0.0
37937501,12000,7.49%,10+ years,Not Verified,1/11/2014,Current,credit_card,5220.09,0.0
10439175,10000,6.62,2 years,Not Verified,1/11/2013,Current,debt_consolidation,7676.0,0.0
73507783,18000,5.32,9 years,Not Verified,1/12/2015,,debt_consolidation,0.0,0.0
59083088,2800,14.65,2 years,Not Verified,1/7/2015,Current,debt_consolidation,574.98,0.0
6106835,7200,17.77,1 year,Source Verified,1/5/2013,Current,credit_card,8043.57,0.0
9637161,6000,15.61,10+ years,Source Verified,1/10/2013,Current,credit_card,5454.18,0.0
13348819,12000,19.97,6 years,Verified,1/2/2014,Current,credit_card,7307.79,0.0
26396940,10000,13.98,,Verified,1/8/2014,Current,car,5466.88,0.0
70611472,4800,13.67,10+ years,Verified,1/12/2015,Current,debt_consolidation,156.0,0.0
15520469,8000,11.99,10+ years,Not Verified,1/4/2014,Fully Paid,credit_card,8851.34,0.0
41203339,2600,12.99,10+ years,Not Verified,1/1/2015,Charged Off,other,523.72,0.0
7617740,7800,18.25,10+ years,Not Verified,1/7/2013,Charged Off,debt_consolidation,2931.64,938.97
29652969,18000,8.39,10+ years,Source Verified,1/9/2014,Current,credit_card,5893.6,0.0
6342191,9500,14.09,10+ years,Verified,1/6/2013,Current,home_improvement,10078.41,0.0
46061724,3500,7.89,7 years,Not Verified,1/3/2015,Current,debt_consolidation,1093.47,0.0
62573895,10000,9.99,10+ years,Not Verified,1/9/2015,Current,credit_card,1323.82,0.0
67837728,2400,11.53,3 years,Verified,1/10/2015,Current,major_purchase,156.82,0.0
71148704,25000,17.57,6 years,Source Verified,1/12/2015,Current,debt_consolidation,0.0,0.0
5474208,6000,6.03,5 years,Not Verified,1/4/2013,Fully Paid,debt_consolidation,6466.06,0.0
61445994,20000,6.24,10+ years,Not Verified,1/8/2015,Current,debt_consolidation,3046.17,0.0
63920474,12000,10.99,3 years,Source Verified,1/9/2015,Current,debt_consolidation,1010.43,0.0
9647244,8000,14.3,,Verified,1/11/2013,Charged Off,debt_consolidation,4940.52,0.0
47751346,7000,15.61,,Source Verified,1/4/2015,Current,moving,2196.77,0.0
41383438,25000,7.49,10+ years,Source Verified,1/1/2015,Current,credit_card,9320.2,0.0
1060121,2500,15.62,3 years,Not Verified,1/8/2011,Charged Off,debt_consolidation,1397.51,89.51
53022870,22800,13.99,10+ years,Verified,1/5/2015,Current,home_improvement,5867.74,0.0
42506433,21825,19.24,5 years,Source Verified,1/1/2015,Fully Paid,credit_card,23955.27,0.0
66036148,25000,9.99%,< 1 year,Not Verified,1/10/2015,Current,debt_consolidation,1565.43,0.0
55376128,15825,17.57,1 year,Not Verified,1/6/2015,Current,credit_card,2771.67,0.0
13827232,19750,17.57,,Verified,1/2/2014,Fully Paid,debt_consolidation,23059.11,0.0
55926103,4975,14.65,10+ years,Not Verified,1/6/2015,Current,debt_consolidation,1185.99,0.0
58638856,15750,26.77,10+ years,Source Verified,1/7/2015,Current,other,2416.7,0.0
2424683,6000,8.9,10+ years,Not Verified,1/11/2012,Fully Paid,debt_consolidation,6858.694983,0.0
65628485,15000,12.69,10+ years,Verified,1/10/2015,Current,debt_consolidation,1006.21,0.0
8132499,22000,21.15,10+ years,Verified,1/8/2013,Fully Paid,debt_consolidation,31197.93,0.0
11982486,9000,16.59,< 1 year,Source Verified,1/3/2014,Fully Paid,debt_consolidation,10995.18,0.0
70319798,15000,6.24,10+ years,Not Verified,1/11/2015,Current,credit_card,452.77,0.0
1713824,7000,10.16,< 1 year,Verified,1/8/2012,,small_business,834.38,382.66
1799615,35000,15.31,9 years,Source Verified,1/9/2012,Current,debt_consolidation,33486.12,0.0
23883785,15000,14.99,4 years,Verified,1/8/2014,Current,home_improvement,6065.26,0.0
53303507,20000,17.86,10+ years,Verified,1/5/2015,Charged Off,vacation,2145.11,0.0
35793575,7675,23.43,7 years,Verified,1/10/2014,Fully Paid,debt_consolidation,8571.97,0.0
10439675,6400,17.1,10+ years,Source Verified,1/11/2013,Current,debt_consolidation,5940.79,0.0
46031408,7000,7.89,2 years,Source Verified,1/3/2015,Current,debt_consolidation,2186.93,0.0
30153970,3000,7.12,10+ years,Not Verified,1/9/2014,Current,debt_consolidation,1878.3,0.0
56561004,7000,7.26,10+ years,Not Verified,1/6/2015,Current,debt_consolidation,1516.04,0.0
49758375,15000,16.99,10+ years,Verified,1/4/2015,Current,debt_consolidation,2973.18,0.0
8411593,10500,13.68,4 years,Source Verified,1/9/2013,Fully Paid,debt_consolidation,12985.31565,0.0
2732716,9825,8.9,10+ years,Verified,1/3/2014,Current,credit_card,6863.56,0.0
1700840,6000,10.16,7 years,Not Verified,1/8/2012,Fully Paid,debt_consolidation,6689.73,0.0
49801412,10000,12.69,1 year,Source Verified,1/5/2015,Current,home_improvement,1800.55,0.0
6337369,35000,19.72,4 years,Source Verified,1/6/2013,Current,credit_card,38858.12,0.0
43318555,7800,20.99,,Verified,1/2/2015,Late (31-120 days),home_improvement,2626.28,0.0
24254178,10625,16.99,10+ years,Source Verified,1/7/2014,In Grace Period,debt_consolidation,6438.92,0.0
54557336,11000,5.32,7 years,Verified,1/6/2015,Current,debt_consolidation,2315.64,0.0
35803434,8000,9.17,5 years,Verified,1/10/2014,Current,debt_consolidation,3562.41,0.0
20037164,4000,13.35,< 1 year,Verified,1/6/2014,Current,small_business,2573.74,0.0
62269856,16275,19.99,4 years,Verified,1/8/2015,Current,debt_consolidation,2119.35,0.0
43296317,22000,6.99,< 1 year,Source Verified,1/2/2015,Current,credit_card,7462.66,0.0
4675505,35000,17.27,1 year,Verified,1/3/2013,Current,debt_consolidation,28855.99,0.0
6916912,16425,21.98,10+ years,Verified,1/6/2013,Current,debt_consolidation,13603.4,0.0
23202442,12000,13.35,5 years,Source Verified,1/7/2014,Fully Paid,debt_consolidation,13712.81,0.0
46931757,13000,6.39,3 years,Not Verified,1/4/2015,Current,credit_card,3595.38,0.0
38923183,22300,11.99,2 years,Verified,1/12/2014,Current,debt_consolidation,6432.37,0.0
22311366,20000,18.99,5 years,Source Verified,1/7/2014,Current,credit_card,9336.78,0.0
34130739,16225,13.98,10+ years,Verified,1/10/2014,Current,debt_consolidation,7748.72,0.0
3628410,15000,10.16,6 years,Source Verified,1/1/2013,Charged Off,credit_card,2713.88,777.92
62424954,10000,18.25,10+ years,Source Verified,1/9/2015,Current,debt_consolidation,1011.06,0.0
21318657,12600,12.99,7 years,Source Verified,1/6/2014,Current,credit_card,8065.31,0.0
1812356,8000,10.16,10+ years,Verified,1/9/2012,Fully Paid,debt_consolidation,9059.945761,0.0
13689089,6000,12.49,,Verified,1/4/2014,Current,credit_card,4214.7,0.0
18555222,10000,12.49,10+ years,Not Verified,1/5/2014,Current,debt_consolidation,6689.8,0.0
850454,15000,16.77%,4 years,Source Verified,1/3/2011,Charged Off,medical,7348.33,673.06
11648687,21600,17.57,10+ years,Source Verified,1/12/2013,Current,debt_consolidation,13043.04,0.0
1968020,25000,19.72,10+ years,Verified,1/10/2012,Fully Paid,debt_consolidation,36358.49743,0.0
67879031,4800,7.89,,Verified,1/11/2015,Current,credit_card,296.15,0.0
66751886,24000,6.89,10+ years,Source Verified,1/10/2015,Current,debt_consolidation,2210.36,0.0
41262791,18000,11.44,10+ years,Source Verified,1/1/2015,Fully Paid,debt_consolidation,19267.54,0.0
33058879,27050,25.57,10+ years,Verified,1/10/2014,Current,debt_consolidation,12080.36,0.0
19936919,$7625,13.98,10+ years,Not Verified,1/6/2014,Fully Paid,debt_consolidation,8336.05,0.0
13328906,12000,14.47,4 years,Not Verified,1/2/2014,Fully Paid,debt_consolidation,13552.0,0.0
14520690,6000,13.65,10+ years,Not Verified,1/3/2014,Current,,4489.1,0.0
7209846,6250,12.12,3 years,Not Verified,1/6/2013,Current,credit_card,6445.25,0.0
44847081,8000,6.39,< 1 year,Verified,1/3/2015,Current,debt_consolidation,2445.16,0.0
53885322,12000,7.26,8 years,Not Verified,1/6/2015,Current,debt_consolidation,2594.04,0.0
51842956,12000,15.61,3 years,Source Verified,1/5/2015,Current,credit_card,2014.97,0.0
1647495,10000,17.27,7 years,Not Verified,1/7/2012,Charged Off,debt_consolidation,6436.98,0.0
11068506,15000,7.62,2 years,Verified,1/12/2013,Current,debt_consolidation,11682.39,0.0
38108349,20000,16.49,7 years,Verified,1/11/2014,Fully Paid,debt_consolidation,22092.95,0.0
33819882,16000,13.98,3 years,Not Verified,1/10/2014,Current,debt_consolidation,5216.0,0.0
12867872,11850,11.99,2 years,Not Verified,1/2/2014,Fully Paid,credit_card,13185.51,0.0
26917956,12000,13.98,6 years,Not Verified,1/8/2014,Fully Paid,debt_consolidation,13718.43,0.0
7228573,28000,13.68,1 year,Verified,1/7/2013,Fully Paid,debt_consolidation,32918.26335,0.0
65431995,"6,000",12.69,2 years,Source Verified,1/10/2015,Current,debt_consolidation,599.58,0.0
72197791,10000,10.78,7 years,Not Verified,1/12/2015,Issued,debt_consolidation,0.0,0.0
34140495,22000,7.69,10+ years,Source Verified,1/10/2014,,debt_consolidation,9598.24,0.0
55185884,20000,18.25,10+ years,Verified,1/7/2015,Current,debt_consolidation,3043.32,0.0
44173142,7000,12.29,4 years,Source Verified,1/2/2015,Current,debt_consolidation,2325.24,0.0
40442862,18650,19.99,10+ years,Source Verified,1/12/2014,Current,debt_consolidation,5886.7,0.0
2834227,12000,7.9,10+ years,Verified,1/12/2012,Fully Paid,debt_consolidation,13517.3586,0.0
7842743,16000,17.56,10+ years,Verified,1/7/2013,Fully Paid,debt_consolidation,17328.53,0.0
7215743,10750,15.22,10+ years,Verified,1/7/2013,Current,debt_consolidation,11204.24,0.0
44024906,10000,10.99%,4 years,Not Verified,1/2/2015,Fully Paid,debt_consolidation,10700.08,0.0
64955987,12000,17.86,10+ years,Verified,1/10/2015,Current,debt_consolidation,887.62,0.0
61556151,6500,9.17,10+ years,Source Verified,1/8/2015,Current,debt_consolidation,1032.79,0.0
11941897,10000,8.9,3 years,Not Verified,1/1/2014,Charged Off,credit_card,5079.98,0.0
70277158,6500,9.17,1 year,Source Verified,1/11/2015,Current,credit_card,198.94,0.0
72808650,$12000,9.17,1 year,Not Verified,1/12/2015,Issued,debt_consolidation,0.0,0.0
809922,25000,10.36,10+ years,Verified,1/1/2011,Fully Paid,credit_card,29191.15,0.0
62239257,35000,9.99,6 years,Verified,1/8/2015,Current,debt_consolidation,4477.91,0.0
50629013,6000,12.69,< 1 year,Not Verified,1/6/2015,Current,car,1432.66,0.0
32177895,24000,6.49,7 years,Source Verified,1/10/2014,Current,credit_card,11023.4,0.0
3410477,10500,21.6,7 years,Verified,1/9/2013,Current,credit_card,8050.16,0.0
10753326,$35000,20.2,9 years,Verified,1/11/2013,Current,debt_consolidation,23279.06,0.0
53332212,7200,7.89,10+ years,Not Verified,1/6/2015,Current,debt_consolidation,1573.66,0.0
42504575,20000,17.14,6 years,Source Verified,1/1/2015,Fully Paid,home_improvement,20893.3,0.0
12638664,14000,9.67,2 years,Source Verified,1/1/2014,Charged Off,debt_consolidation,4362.87,1665.39
59679717,5000,15.61,10+ years,Source Verified,1/7/2015,Current,debt_consolidation,869.81,0.0
55258997,19575,14.65,5 years,Source Verified,1/6/2015,Late (31-120 days),debt_consolidation,2669.06,0.0
37085253,7000,11.44,4 years,Not Verified,1/12/2014,Current,,2989.42,0.0
16791547,"6,000",18.92,5 years,Not Verified,1/4/2014,Current,moving,4209.81,0.0
41261282,22000,15.99,10+ years,Verified,1/1/2015,Current,debt_consolidation,9260.66,0.0
1437512,17450,13.67,,Source Verified,1/3/2012,Fully Paid,credit_card,21369.04351,0.0
56338625,18000,12.69,4 years,Not Verified,1/6/2015,Current,debt_consolidation,3610.17,0.0
64606113,15600,12.29,3 years,Not Verified,1/9/2015,Current,home_improvement,1026.63,0.0
8735048,15000,10.64,10+ years,Verified,1/9/2013,Current,credit_card,13676.49,0.0
41222330,21600,10.49%,3 years,Verified,1/1/2015,Current,credit_card,5544.86,0.0
6333025,8975,12.12,3 years,Source Verified,1/5/2013,,home_improvement,9553.59,0.0
769074,20000,13.61,10+ years,Verified,1/10/2010,Fully Paid,debt_consolidation,24168.14,0.0
62734957,21500,11.53,6 years,Not Verified,1/8/2015,Current,debt_consolidation,2823.1,0.0
42842004,12000,8.67,8 years,Not Verified,1/1/2015,Current,credit_card,4171.58,0.0
49202817,12150,16.55,,Verified,1/4/2015,Current,home_improvement,3432.59,0.0
57639772,6350,9.99,,Verified,1/7/2015,Current,debt_consolidation,1017.3,0.0
37506062,"8,000",11.99,8 years,Not Verified,1/11/2014,Fully Paid,debt_consolidation,8084.89,0.0
9669179,8200,7.62%,3 years,Not Verified,1/10/2013,Fully Paid,credit_card,8699.438268,0.0
13380699,4750,19.22,,Verified,1/2/2014,Charged Off,,1000.0,0.0
15078226,35000,18.25,10+ years,Verified,1/3/2014,Current,credit_card,19657.88,0.0
3865917,7200,15.8,2 years,Not Verified,1/1/2013,Fully Paid,debt_consolidation,7294.97,0.0
64486765,$15600,9.99,10+ years,Not Verified,1/10/2015,Current,home_improvement,645.44,0.0
38488980,13000,6.03,< 1 year,Not Verified,1/11/2014,,debt_consolidation,5535.02,0.0
72389457,5500,8.38,2 years,Source Verified,1/12/2015,Issued,credit_card,0.0,0.0
54300012,7000,9.17,5 years,Not Verified,1/7/2015,Current,credit_card,1335.39,0.0
14950603,12000,12.99,5 years,Not Verified,1/3/2014,Fully Paid,credit_card,12256.83,0.0
43426246,16825,8.67,,Source Verified,1/2/2015,Fully Paid,major_purchase,16889.84,0.0
57295071,10000,24.99,2 years,Source Verified,1/7/2015,Late (31-120 days),moving,852.61,0.0
1682653,4200,14.33,2 years,Verified,1/8/2012,Fully Paid,car,5394.84088,0.0
31187428,8325,20.2,10+ years,Source Verified,1/10/2014,,credit_card,9793.48,0.0
